Z,N,BE
52,76,1081.440256
63,71,1082.184
62,71,1082.221
56,73,1082.451642
50,79,1082.673522
65,71,1082.968
48,86,1082.988
58,72,1083.31808
64,71,1083.915
59,72,1085.484733
55,74,1085.670063
51,78,1085.929482
57,73,1086.30483
49,82,1087.032629
52,77,1087.522761
54,75,1087.64931
53,76,1088.24271
49,83,1089.49038
60,72,1089.89892
50,80,1090.28608
61,72,1091.169639
51,79,1091.65719
58,73,1091.674876
49,84,1092.595
56,74,1092.72137
55,75,1093.14192
62,72,1094.378
63,72,1094.445
59,73,1094.482884
53,77,1094.743
49,85,1094.914
50,81,1095.489727
65,72,1095.863
52,78,1095.94212
57,74,1096.518077
64,72,1096.704
54,76,1096.90503
66,72,1097.1
49,86,1097.82
60,73,1098.876723
51,80,1099.424312
49,87,1099.832
56,75,1100.214897
61,73,1100.57215
52,79,1101.871523
55,76,1102.372336
49,88,1102.439
58,74,1102.508616
50,82,1102.843104
53,78,1103.320907
54,77,1103.509416
62,73,1103.97951
57,75,1104.543792
63,73,1104.592
51,81,1105.149408
50,83,1105.241704
59,74,1105.264314
65,73,1106.622
67,73,1106.84
64,73,1106.96
66,73,1107.969
50,84,1108.872914
55,77,1109.537484
53,79,1109.652984
52,80,1109.92002
56,76,1110.0375
60,74,1110.262092
58,75,1110.527257
50,85,1111.142745
61,74,1111.956795
54,78,1112.446104
51,82,1112.508957
59,75,1113.926054
57,76,1114.385853
50,86,1114.52
51,83,1115.6773
52,81,1115.740325
62,74,1116.004576
50,87,1116.413
63,74,1116.628501
56,77,1117.227398
53,80,1117.879098
55,78,1118.527074
54,79,1118.882051
60,75,1118.900655
65,74,1119.228
51,84,1119.418515
50,88,1119.594
64,74,1119.594
67,74,1119.963
68,74,1120.948
58,76,1121.013314
66,74,1121.12
61,75,1121.14592
50,89,1121.174
57,77,1122.181392
51,85,1122.306272
52,82,1123.408162
53,81,1124.135514
59,76,1124.40528
62,75,1125.291422
55,79,1125.418564
51,86,1125.931212
63,75,1126.30356
52,83,1126.67463
56,78,1126.694914
54,80,1127.435666
51,87,1128.162558
58,77,1128.86784
64,75,1129.514
65,75,1129.61408
60,76,1129.957632
69,75,1130.544
67,75,1131.03
52,84,1131.442344
57,78,1131.677325
51,88,1131.738
66,75,1131.807
53,82,1131.9426
61,76,1132.120187
68,75,1132.274
59,77,1132.881088
56,79,1133.666955
54,81,1133.79426
51,89,1134
55,80,1134.18036
52,85,1134.392195
53,83,1135.779928
62,76,1136.834064
51,90,1137.306
63,76,1138.023302
60,77,1138.414241
58,78,1138.83136
52,86,1138.855764
57,79,1139.1428
53,84,1140.662274
55,81,1141.00872
61,77,1141.059072
52,87,1141.436169
64,76,1141.6965
65,76,1141.743975
54,82,1141.881568
56,80,1142.77468
59,78,1142.813722
67,76,1143.857
69,76,1143.905
53,85,1144.357272
66,76,1144.662
68,76,1145.664
62,77,1145.787842
52,88,1145.87858
54,83,1145.907182
58,79,1146.312976
63,77,1147.68248
52,89,1147.881
57,80,1148.317423
60,78,1148.919276
53,86,1148.919651
55,82,1149.286972
56,81,1149.680299
59,79,1150.81719
64,77,1151.209728
54,84,1151.56722
61,78,1151.690477
52,90,1151.762
65,77,1151.833994
53,87,1152.12622
55,83,1153.699596
52,91,1153.724
67,77,1154.461968
66,77,1154.732436
54,85,1155.31101
69,77,1155.444
57,81,1155.76725
58,80,1156.036626
68,77,1156.375
53,88,1156.517955
62,78,1156.9348
60,79,1156.986238
56,82,1158.29196
63,78,1158.693444
53,89,1159.432698
55,84,1159.584982
61,79,1160.47498
59,80,1160.573411
54,86,1160.72418
56,83,1163.015363
64,78,1163.016352
53,90,1163.305
58,81,1163.484905
65,78,1163.765031
55,85,1164.0055
54,87,1164.006324
57,82,1164.545475
62,79,1165.484145
53,91,1166.112
67,78,1167.04381
66,78,1167.204816
60,80,1167.3025
63,79,1168.152634
69,78,1168.476099
59,81,1168.51406
54,88,1169.109998
56,84,1169.4424
55,86,1169.504196
68,78,1169.534752
57,83,1169.70658
53,92,1169.86
70,78,1170.088
61,80,1170.85554
54,89,1172.154555
64,79,1172.359474
58,82,1172.68438
55,87,1173.612534
65,79,1173.785328
56,85,1173.976998
60,81,1175.307615
57,84,1176.393597
62,80,1176.608024
54,90,1176.895296
66,79,1176.94876
67,79,1177.233332
59,82,1177.912872
58,83,1178.112528
55,88,1178.84481
63,80,1179.151831
69,79,1179.338
61,81,1179.546004
54,91,1179.587615
71,79,1179.75
68,79,1179.891825
56,86,1180.157882
70,79,1181.123
57,85,1181.557576
55,89,1182.512016
59,83,1183.75602
64,80,1183.958928
54,92,1184.12059
56,87,1184.324141
60,82,1185.13626
62,81,1185.210026
58,84,1185.284082
65,80,1185.876845
54,93,1186.584
55,90,1187.366285
57,86,1187.776161
63,81,1188.600912
66,80,1189.332352
61,82,1189.435819
67,80,1189.823439
56,88,1190.225376
58,85,1190.428954
55,91,1190.693656
54,94,1190.956
59,84,1191.108204
60,83,1191.259784
57,87,1192.525632
69,80,1192.596
68,80,1192.834416
64,81,1193.19717
71,80,1193.353
56,89,1194.04571
70,80,1194.6
65,81,1195.323316
55,92,1195.3746
62,82,1195.729776
61,83,1195.962624
59,85,1196.86176
58,86,1197.32544
55,93,1198.436808
57,88,1198.582615
63,82,1199.04473
66,81,1199.044749
60,84,1199.076768
56,90,1199.547972
67,81,1200.128892
58,87,1202.031875
62,83,1202.486885
57,89,1202.868888
55,94,1202.877
56,91,1202.93628
69,81,1203.15
68,81,1203.168295
59,86,1203.808415
61,84,1203.885265
64,82,1204.427876
71,81,1204.752
60,85,1204.832115
70,81,1205.547005
55,95,1205.85
72,81,1205.946
63,83,1206.242072
65,82,1206.373728
56,92,1208.337268
57,90,1208.568291
58,88,1208.671658
59,87,1208.934896
55,96,1209.963
61,85,1210.143484
66,82,1210.779564
62,84,1210.903122
64,83,1211.770392
67,82,1211.855591
56,93,1211.935157
60,86,1212.397432
57,91,1212.669968
55,97,1212.808
58,89,1213.121469
65,83,1214.239508
63,84,1214.740527
68,82,1215.32925
69,82,1215.559664
59,88,1215.769233
56,94,1216.8
62,85,1217.244525
60,87,1217.689641
71,82,1217.73771
61,86,1217.802684
73,82,1217.835
57,92,1218.252459
70,82,1218.346272
66,83,1218.687241
72,82,1219.372
58,90,1219.577276
56,95,1219.929
67,83,1220.2263
64,84,1220.754024
59,89,1220.93192
63,85,1221.566396
57,93,1222.23375
65,84,1223.262435
61,87,1223.697448
68,83,1223.835672
58,91,1223.920121
69,83,1224.578576
56,96,1224.664
60,88,1225.022196
62,86,1225.385684
71,83,1227.226
70,83,1227.366
57,94,1227.485493
59,90,1227.507147
56,97,1227.519
64,85,1227.683116
73,83,1227.876
66,84,1228.37235
74,83,1228.839
72,83,1228.84
63,86,1229.779546
67,84,1229.974426
60,89,1230.060858
58,92,1230.1683
65,85,1230.9507
61,88,1230.967374
62,87,1231.256434
57,95,1231.504
56,98,1232
59,91,1232.83965
68,84,1234.141048
58,93,1234.617827
69,84,1234.902933
66,85,1235.886378
63,87,1236.2019
64,86,1236.39135
57,96,1236.393
61,89,1236.5715
60,90,1237.43655
67,85,1238.027688
71,84,1238.05258
70,84,1238.150606
62,88,1239.24315
59,92,1239.390031
75,84,1239.405
65,86,1239.539823
73,84,1239.678751
57,97,1239.854
58,94,1240.472
72,84,1240.6134
74,84,1240.932
68,85,1242.180531
60,91,1242.771072
64,87,1242.887493
69,85,1243.428032
63,88,1244.133847
57,98,1244.34
61,90,1244.43177
59,93,1244.439808
58,95,1244.502
62,89,1244.839621
66,86,1245.323232
65,87,1246.704608
70,85,1246.792565
71,85,1247.278344
67,86,1247.506461
57,99,1247.532
73,85,1249.306
75,85,1249.44
72,85,1249.72
58,96,1249.864
76,85,1250.004
60,92,1250.04876
59,94,1250.321508
61,91,1250.371304
63,89,1250.440616
74,85,1250.694
64,88,1251.476952
68,86,1252.388368
66,87,1252.419597
62,90,1253.097272
58,97,1253.485
69,86,1253.698125
59,95,1254.929368
67,87,1255.204874
60,93,1255.301046
65,88,1255.372344
70,86,1257.626916
64,89,1257.723954
61,92,1257.836256
71,86,1258.090769
58,98,1258.608
62,91,1258.965702
63,90,1258.990947
68,87,1260.06382
59,96,1260.311045
73,86,1260.667275
72,86,1261.041608
75,86,1261.646232
66,88,1261.741866
58,99,1261.809
60,94,1261.867068
69,87,1261.978068
65,89,1262.286564
76,86,1262.466
74,86,1262.84352
61,93,1263.77174
59,97,1264.536
67,88,1264.676465
63,91,1265.433092
70,87,1265.854419
60,95,1266.39712
58,100,1266.528
64,90,1266.618584
62,92,1266.93259
71,87,1266.933744
66,89,1268.57487
59,98,1269.502
72,87,1269.86304
73,87,1270.1232
68,88,1270.137648
61,94,1270.27088
77,87,1270.836
75,87,1271.376
65,90,1271.45167
69,88,1271.924196
67,89,1272.187176
74,87,1272.222
76,87,1272.378
60,96,1272.658296
62,93,1272.739565
64,91,1273.053905
59,99,1273.48
63,92,1273.58447
61,95,1275.56598
70,88,1276.514074
60,97,1276.717563
68,89,1277.410875
71,88,1277.5014
66,90,1278.019548
59,100,1278.201
65,91,1278.363684
63,93,1279.920252
62,94,1279.980468
69,89,1279.989442
72,88,1281.0208
73,88,1281.149772
64,92,1281.590232
67,90,1281.612352
59,101,1281.76
61,96,1281.770765
60,98,1282.328
75,88,1282.950995
77,88,1283.04
78,88,1283.512
74,88,1283.659002
70,89,1284.413766
76,88,1284.659724
66,91,1284.986439
62,95,1285.368891
71,89,1286.13408
60,99,1286.151
61,97,1286.634132
65,92,1287.107666
63,94,1287.367815
68,90,1287.372308
64,93,1287.950128
67,91,1289.038418
72,89,1289.467837
69,90,1289.927886
73,89,1290.22227
60,100,1291.68
62,96,1292.012926
61,98,1292.170581
75,89,1292.492528
74,89,1292.639226
77,89,1292.974
63,95,1293.23553
78,89,1293.582
65,93,1293.886174
66,92,1294.04054
76,89,1294.095
68,91,1294.700907
70,90,1294.80912
60,101,1295.084
64,94,1295.887402
71,90,1296.497741
61,99,1296.64
62,97,1297.041705
69,91,1297.73088
67,92,1298.251695
63,96,1300.094823
60,102,1300.212
72,90,1300.39344
66,93,1300.871697
73,90,1301.04807
64,95,1301.830626
61,100,1302.007
65,94,1302.0192
70,91,1302.557137
62,98,1303.14
75,90,1303.75113
79,90,1304.004
74,90,1304.038128
68,92,1304.27536
77,90,1304.741775
71,91,1304.838558
67,93,1305.37632
63,97,1305.60336
76,90,1305.811776
78,90,1305.96564
61,101,1306.206
69,92,1307.39889
62,99,1307.648601
65,95,1308.3944
72,91,1308.559436
64,96,1309.28224
66,94,1309.44864
73,91,1309.867508
61,102,1311.172
68,93,1311.484104
63,98,1311.98578
70,92,1312.61553
74,91,1312.73472
75,91,1313.056182
62,100,1313.658
79,91,1314.1
80,91,1314.135
67,94,1314.262159
77,91,1314.4068
61,103,1314.788
71,92,1314.869492
64,97,1314.917751
76,91,1314.953658
69,93,1315.049256
78,91,1315.496
66,95,1315.90291
65,96,1316.091119
63,99,1316.968956
62,101,1317.855
72,92,1319.185496
70,93,1320.159494
73,92,1320.50391
68,94,1320.688314
67,95,1321.177716
64,98,1321.76367
65,97,1322.37684
71,93,1322.791856
63,100,1322.821773
62,102,1323.316
74,92,1323.833068
66,96,1324.100034
75,92,1324.143
69,94,1324.371577
77,92,1325.905724
79,92,1325.952126
76,92,1326.518088
80,92,1326.737652
64,99,1326.868411
72,93,1327.07388
62,103,1327.095
78,92,1327.40012
68,95,1327.592783
63,101,1327.744
73,93,1328.825186
65,98,1329.368179
67,96,1329.585784
70,94,1329.949144
66,97,1330.370955
69,95,1331.618172
62,104,1331.984
74,93,1332.114411
71,94,1332.662925
75,93,1333.10016
63,102,1333.2
64,100,1333.32
65,99,1334.92146
77,93,1335.18
76,93,1335.316996
79,93,1335.779176
67,97,1336.260356
80,93,1336.425
68,96,1336.43928
78,93,1336.641849
70,95,1337.298435
72,94,1337.368708
63,103,1337.794
66,98,1338.029096
64,101,1338.15
73,94,1339.149787
71,95,1340.31305
69,96,1340.71509
65,100,1341.45
63,104,1342.68
74,94,1342.980744
68,97,1343.08944
66,99,1343.744985
75,94,1343.785755
67,98,1344.24906
64,102,1344.268
72,95,1345.048728
63,105,1346.352
77,94,1346.366619
76,94,1346.59176
70,96,1346.670186
65,101,1346.87088
73,95,1347.263904
79,94,1347.365001
69,97,1347.745036
78,94,1348.350484
80,94,1348.462416
64,103,1348.692
71,96,1349.864507
67,99,1350.492834
66,100,1350.78848
74,95,1351.076753
68,98,1351.565194
75,95,1352.36105
65,102,1353.034
70,97,1353.736235
64,104,1354.248
72,96,1355.012904
76,95,1355.038884
77,95,1355.405236
66,101,1356.205664
69,98,1356.471695
81,95,1356.60008
79,95,1356.852
73,96,1357.231733
78,95,1357.25766
71,97,1357.502496
67,100,1357.773293
65,103,1357.776
80,95,1357.865425
68,99,1358.001582
64,105,1358.084
74,96,1361.52116
72,97,1362.440482
75,96,1362.769452
70,98,1362.798864
66,102,1362.906048
69,99,1363.312272
64,106,1363.4
65,104,1363.492
67,101,1363.625256
73,97,1365.15032
68,100,1365.772968
76,96,1366.052036
77,96,1366.365591
71,98,1366.590615
65,105,1367.99
66,103,1368.014947
79,96,1368.079125
81,96,1368.593559
78,96,1368.704358
82,96,1368.96774
74,97,1369.387665
70,99,1369.665908
80,96,1369.74904
67,102,1370.432492
75,97,1371.127584
69,100,1371.345937
68,101,1371.776211
72,98,1372.04875
65,106,1373.301
71,99,1373.88356
66,104,1374.11
76,97,1374.317709
73,98,1374.804261
77,97,1375.032042
67,103,1375.94532
78,97,1377.1709
65,107,1377.204
79,97,1377.267408
69,101,1377.93789
81,97,1378.076
70,100,1378.12353
82,97,1378.562772
66,105,1378.773
80,97,1378.817964
68,102,1379.03303
72,99,1379.297628
74,98,1379.4701
75,98,1381.215738
67,104,1382.296968
71,100,1382.477031
73,99,1382.48526
66,106,1384.6
68,103,1384.714566
70,101,1384.737822
76,98,1384.946214
69,102,1385.423703
77,98,1385.63425
74,99,1387.171609
67,105,1387.352
72,100,1388.339796
79,98,1388.362866
78,98,1388.462592
66,107,1388.671
75,99,1389.406356
71,101,1389.455904
81,98,1389.664173
80,98,1390.422614
82,98,1390.626
68,104,1391.55052
73,100,1391.623072
69,103,1391.659052
70,102,1392.757788
76,99,1393.127575
67,106,1393.342
66,108,1394.088
77,99,1394.189456
72,101,1395.420768
74,100,1396.742544
68,105,1396.802
78,99,1396.970553
79,99,1397.192844
71,102,1397.67219
67,107,1397.742
69,104,1398.612099
81,99,1398.85362
73,101,1399.038648
75,100,1399.0928
80,99,1399.106244
70,103,1399.124871
82,99,1399.873367
68,106,1403.136
76,100,1403.191504
67,108,1403.325
72,102,1403.924742
74,101,1404.2196
69,105,1404.291708
77,100,1404.429864
71,103,1404.432822
70,104,1406.589378
75,101,1406.93872
67,109,1407.472
78,100,1407.668856
73,102,1407.777875
68,107,1407.875
79,100,1407.949023
81,100,1410.337158
80,100,1410.4998
72,103,1410.633175
69,106,1410.80905
76,101,1411.121172
82,100,1411.652424
71,104,1412.0995
70,105,1412.411875
77,101,1412.705722
74,102,1413.299712
68,108,1413.984
73,103,1414.80592
69,107,1415.941296
78,101,1416.010825
75,102,1416.216294
79,101,1416.65724
68,109,1418.301
71,105,1418.38752
72,104,1418.799184
81,101,1418.93752
80,101,1418.981899
83,101,1419.124472
70,106,1419.27896
74,103,1420.431195
82,101,1420.473816
76,102,1420.780336
69,108,1422.195
77,102,1422.606796
73,104,1423.226379
75,103,1423.671946
68,110,1423.822
70,107,1424.845221
72,105,1425.174795
71,106,1425.460296
78,102,1426.24998
69,109,1426.848
79,102,1426.974135
76,103,1428.32692
74,104,1429.207746
80,102,1429.968904
73,105,1430.23
81,102,1430.268159
83,102,1430.42
77,103,1430.57394
84,102,1431.446886
71,107,1431.485612
70,108,1431.625698
82,102,1432.0214
69,110,1432.358
75,104,1432.674114
72,106,1432.800676
78,103,1434.266806
79,103,1435.475132
74,105,1436.167299
70,109,1436.475
69,111,1436.76
76,104,1437.7365
73,106,1438.011715
80,103,1438.268004
71,108,1438.278067
81,103,1438.635464
72,107,1438.899734
83,103,1439.476506
75,105,1439.99838
77,104,1440.130663
82,103,1440.58242
84,103,1440.790681
69,112,1442.027
70,110,1442.7
71,109,1443.96684
78,104,1444.125228
74,106,1444.57956
73,107,1444.65858
76,105,1445.000106
79,104,1445.437212
72,108,1446.2874
70,111,1447.276
77,105,1447.790708
75,106,1448.749883
80,104,1448.883528
81,104,1449.581375
71,110,1450.159149
83,104,1450.784896
74,107,1451.248588
82,104,1451.794542
78,105,1451.800488
72,109,1451.982362
84,104,1452.234764
73,108,1452.2354
70,112,1453.088
79,105,1453.635696
76,106,1454.130496
71,111,1455.272
75,107,1455.74975
80,105,1456.78953
77,106,1457.013609
70,113,1457.412
81,105,1457.78151
73,109,1458.298296
72,110,1458.700334
74,108,1459.332056
83,105,1459.667532
82,105,1460.1708
84,105,1461.183759
71,112,1461.220596
76,107,1461.25683
78,106,1461.433616
70,114,1462.984
79,106,1463.2464
72,111,1464.004941
75,108,1464.184647
77,107,1464.492432
73,110,1465.232505
74,109,1465.522926
71,113,1465.928
70,115,1466.865
80,106,1467.21636
81,106,1468.410768
78,107,1468.858745
76,108,1469.916568
72,112,1470.292848
83,106,1470.608811
75,109,1470.666
73,111,1470.850368
82,106,1471.070484
79,107,1471.17444
85,106,1471.258293
71,114,1471.49
84,106,1472.39702
74,110,1472.934168
77,108,1473.28857
80,107,1474.866569
72,113,1475.18445
71,115,1475.91
81,107,1476.373964
76,109,1476.54124
73,112,1477.4766
78,108,1478.106474
75,110,1478.336665
74,111,1478.687795
82,107,1479.170511
83,107,1479.21498
77,109,1480.196742
85,107,1480.267584
79,108,1480.558849
84,107,1480.973126
72,114,1481.360172
71,116,1481.414
86,107,1481.439436
73,113,1482.76131
75,111,1484.516034
76,110,1484.806566
78,109,1484.998416
80,108,1485.021776
71,117,1485.576
74,112,1485.879786
72,115,1485.902
81,108,1486.72503
79,109,1487.973564
77,110,1488.644916
73,114,1489.120644
82,108,1489.81451
83,108,1489.926251
76,111,1491.09686
85,108,1491.332037
74,113,1491.346692
75,112,1491.876837
72,116,1491.968
84,108,1492.0464
80,109,1492.517691
86,108,1492.830194
73,115,1493.908348
78,110,1494.205576
81,109,1494.55216
77,111,1495.5118
72,117,1496.313
79,110,1497.255543
82,109,1497.700333
75,113,1497.748436
74,114,1498.181776
83,109,1498.292736
76,112,1499.086432
85,109,1500.056306
73,116,1500.282
84,109,1500.37235
78,111,1500.925167
86,109,1501.574685
72,118,1502.33
80,110,1502.33323
74,115,1503.202806
77,112,1503.68778
81,110,1504.534504
79,111,1504.57846
75,114,1504.781901
73,117,1504.99
76,113,1505.007378
82,110,1508.096448
83,110,1508.714003
80,111,1509.6258
78,112,1509.83367
74,116,1510.03887
77,113,1510.06319
75,115,1510.51007
85,110,1510.877745
73,118,1511.001
84,110,1511.123036
87,110,1511.731311
81,111,1512.195072
86,110,1512.725452
76,114,1512.79976
79,112,1513.614071
74,117,1514.904085
73,119,1515.648
82,111,1515.806367
78,113,1516.296857
83,111,1516.92965
75,116,1517.295787
77,114,1518.089583
76,115,1518.558488
80,112,1519.116672
84,111,1519.245975
85,111,1519.393372
87,111,1520.48259
79,113,1520.659584
86,111,1521.257246
74,118,1521.408
73,120,1521.612
81,112,1521.871392
75,117,1522.605696
77,115,1524.287808
78,114,1524.958272
82,112,1525.891092
73,121,1526.004
76,116,1526.1168
80,113,1526.238596
74,119,1526.244
83,112,1526.997615
75,118,1529.319841
79,114,1529.363652
81,113,1529.40288
84,112,1529.734136
85,112,1529.905349
78,115,1531.220698
87,112,1531.356541
76,117,1531.70011
77,116,1532.059669
86,112,1532.069352
74,120,1532.406
82,113,1533.46206
75,119,1534.346
83,113,1535.0524
80,114,1535.431818
79,115,1536.242156
74,121,1536.99
84,113,1537.690395
77,117,1538.126478
85,113,1538.335854
81,114,1538.69196
76,118,1538.812268
78,116,1539.572554
87,113,1540.0668
86,113,1540.409847
75,120,1540.89
88,113,1541.55141
80,115,1542.332415
74,122,1542.912
82,114,1543.174052
76,119,1543.96008
79,116,1544.668515
83,114,1544.801898
77,118,1545.358425
78,117,1545.67764
75,121,1545.852
81,115,1546.104644
74,123,1547.238
84,114,1547.877078
85,114,1548.516112
82,115,1550.642554
87,114,1550.682036
76,120,1550.796884
86,114,1550.9864
77,119,1551.173008
80,116,1551.216324
79,117,1551.31158
75,122,1551.966
88,114,1552.484736
83,115,1552.555422
78,118,1553.599684
81,116,1555.021076
84,115,1555.683495
76,121,1555.906
75,123,1556.676
85,115,1556.7518
80,117,1558.00208
77,120,1558.072803
86,115,1559.125242
87,115,1559.245676
79,118,1559.383838
78,119,1559.446287
82,116,1560.035862
88,115,1560.969109
83,116,1562.054878
81,117,1562.2794
75,124,1562.349
76,122,1562.418
77,121,1563.606
84,116,1565.488
79,119,1565.896266
80,118,1566.487296
85,116,1566.624753
78,120,1567.0017
76,123,1567.125
82,117,1567.271464
86,116,1569.398802
87,116,1569.536724
83,117,1569.6994
77,122,1570.349994
81,118,1570.881523
89,116,1570.884455
88,116,1571.645376
78,121,1572.5577
84,117,1573.138761
80,119,1573.150521
79,120,1573.480463
76,124,1573.6
85,117,1574.497282
77,123,1575.6
82,118,1576.362
86,117,1577.349179
87,117,1577.877168
81,119,1577.9406
76,125,1578.051
83,118,1578.816408
89,117,1579.583074
79,121,1579.6982
78,122,1579.8396
88,117,1579.93459
80,120,1581.179
77,124,1582.071
84,118,1582.63061
82,119,1583.453277
76,126,1584.084
85,118,1584.140544
78,123,1585.052433
81,120,1586.145471
83,119,1586.212878
76,127,1586.648
77,125,1586.912
79,122,1586.930175
86,118,1587.237096
80,121,1587.40956
87,118,1587.86563
89,118,1589.987493
84,119,1590.071189
88,118,1590.279212
90,118,1591.739136
85,119,1591.924608
78,124,1592.07512
82,120,1592.1943
77,126,1592.941
79,123,1592.953618
81,121,1593.016238
86,119,1595.04801
83,120,1595.067425
80,122,1595.1637
87,119,1595.86964
77,127,1596.096
78,125,1597.001
88,119,1598.371614
89,119,1598.45192
82,121,1599.111591
84,120,1599.172932
79,124,1599.815392
90,119,1600.104
77,128,1600.435
81,122,1600.868759
85,120,1601.092435
80,123,1601.158846
83,121,1602.25986
78,126,1603.44
86,120,1604.542446
79,125,1605.48
87,120,1605.542922
84,121,1606.42428
78,127,1606.585
82,122,1607.506128
81,123,1607.524692
88,120,1608.259536
89,120,1608.43265
85,121,1608.621658
80,124,1608.65118
91,120,1609.719
90,120,1610.50596
83,122,1610.74978
78,128,1611.332
79,126,1611.505
86,121,1612.115586
87,121,1613.435824
78,129,1614.186
82,123,1614.237855
80,125,1614.32006
79,127,1615.04
81,124,1615.07077
84,122,1615.162982
88,121,1616.200553
89,121,1616.55816
85,122,1617.490548
83,123,1617.784744
91,121,1618.332316
90,121,1618.72659
78,130,1618.864
79,128,1619.775
80,126,1621.049432
86,122,1621.207744
81,125,1621.574526
84,123,1622.191311
82,124,1622.324572
87,122,1622.610792
79,129,1623.232
80,127,1624.66227
85,123,1624.80448
88,122,1625.68728
83,124,1625.882535
89,122,1626.216879
79,130,1627.692
91,122,1628.334306
81,126,1628.426979
86,123,1628.564575
90,122,1628.597144
82,125,1629.062262
80,128,1629.511728
87,123,1630.24575
84,124,1630.586464
79,131,1630.86
81,127,1632.214064
83,125,1632.769424
80,129,1632.917
85,124,1633.288393
88,123,1633.369357
89,123,1634.213024
82,126,1636.430224
91,123,1636.582762
90,123,1636.659198
81,128,1637.179973
86,124,1637.29965
84,125,1637.554292
80,130,1637.79
92,123,1638.43416
87,124,1639.12396
83,126,1640.229283
82,127,1640.367432
85,125,1640.44923
81,129,1640.85348
80,131,1641.158
88,124,1642.471696
89,124,1643.407038
86,125,1644.521551
83,127,1644.83382
84,126,1645.21266
82,128,1645.55265
81,130,1645.755901
80,132,1645.756
90,124,1646.155838
91,124,1646.27564
87,125,1646.57114
85,126,1648.195694
92,124,1648.362312
80,133,1648.833
81,131,1649.36
82,129,1649.388477
84,127,1649.763424
83,128,1649.972314
88,125,1649.998536
89,125,1651.189118
86,126,1652.496964
85,127,1653.24808
80,134,1653.578
90,125,1654.000375
81,132,1654.03659
83,129,1654.302356
91,125,1654.411824
82,130,1654.515628
87,126,1654.679211
84,128,1655.771516
80,135,1656.575
92,125,1656.578
81,133,1657.43
86,127,1657.604766
82,131,1658.241636
88,126,1658.322594
85,128,1659.270639
83,130,1659.487473
89,126,1659.673795
84,129,1660.127112
87,127,1660.15636
80,136,1661.04
81,134,1661.95
90,126,1662.694992
91,126,1663.21386
82,132,1663.292316
83,131,1663.52793
88,127,1663.95294
85,129,1664.142324
86,128,1664.299828
81,135,1665.36
93,126,1665.403677
89,127,1665.631296
92,126,1665.676742
84,130,1666.014824
82,133,1666.838455
87,128,1666.9509
83,132,1668.769155
90,127,1668.858898
86,129,1669.22001
91,127,1669.669848
81,136,1669.815
85,130,1670.08947
84,131,1670.15784
88,128,1671.266952
82,134,1671.84
92,127,1672.356051
87,129,1672.369416
83,133,1672.595784
93,127,1672.66
81,137,1672.932
89,128,1673.143346
85,131,1674.648432
82,135,1675.023
86,130,1675.869912
84,132,1675.904904
88,129,1676.739687
90,128,1676.769236
83,134,1677.811016
91,128,1677.884706
89,129,1679.074586
87,130,1679.097175
84,133,1679.87512
82,136,1679.908
86,131,1680.535451
85,132,1680.581672
92,128,1680.8
93,128,1681.147
83,135,1681.396286
90,129,1682.735775
82,137,1683.234
88,130,1684.049564
91,129,1684.32
87,131,1684.42387
85,133,1684.949468
84,134,1685.473104
83,136,1686.3
89,130,1686.420231
86,132,1687.047936
92,129,1687.265164
82,138,1687.84
93,129,1688.088
84,135,1689.219927
88,131,1689.377607
83,137,1690.04
90,130,1690.60958
85,134,1690.722924
87,132,1690.936449
86,133,1691.507163
91,130,1692.191254
89,131,1692.31722
83,138,1694.628
84,136,1694.70928
85,135,1694.81466
92,130,1695.583608
87,133,1696.14324
90,131,1696.409481
88,132,1696.57312
93,130,1696.584
86,134,1697.79588
83,139,1698.078
84,137,1698.270301
91,131,1698.522
89,132,1699.609119
85,136,1700.478975
88,133,1701.950835
86,135,1702.007853
92,131,1702.090762
87,134,1702.419576
83,140,1702.828
93,131,1703.296
84,138,1703.62911
90,132,1704.218076
85,137,1704.379914
89,133,1705.582044
83,141,1706.208
91,132,1706.389533
84,139,1707.065
87,135,1707.390234
86,136,1708.178334
88,134,1708.665624
85,138,1709.976265
90,133,1710.10672
92,132,1710.27696
93,132,1711.700325
86,137,1712.232133
84,140,1712.256
89,134,1712.448889
91,133,1712.919264
87,136,1713.457072
85,139,1713.76464
88,135,1713.823907
84,141,1715.85
92,133,1716.6906
90,134,1717.570176
89,135,1718.112032
87,137,1718.162208
86,138,1718.248224
93,133,1718.504
85,140,1719.225
88,136,1720.302528
91,134,1720.512
84,142,1720.764
94,133,1721.795
86,139,1722.230325
85,141,1723.024
90,135,1723.32495
87,138,1724.1615
84,143,1724.292
89,136,1724.78025
92,134,1724.813016
88,137,1725.20685
93,134,1726.868677
91,135,1726.89086
86,140,1728.08866
85,142,1728.151
87,139,1728.532976
89,137,1730.179612
90,136,1730.508894
94,134,1730.632404
92,135,1731.167603
88,138,1731.603412
95,134,1731.858758
86,141,1732.02135
85,143,1732.116
93,135,1733.906484
91,136,1734.16423
87,140,1734.442305
90,137,1735.972966
88,139,1736.164781
89,138,1736.710489
85,144,1736.965
94,135,1737.39552
86,142,1737.73506
87,141,1738.811904
92,136,1739.062248
95,135,1739.26
91,137,1740.143196
86,143,1741.687438
89,139,1741.736688
93,136,1741.793694
96,135,1742.202
88,140,1742.473584
90,138,1743.07824
87,142,1744.599173
92,137,1745.145109
