Z,N,BE
94,136,1745.92793
88,141,1746.923065
86,144,1747.08
91,138,1747.241146
95,136,1747.746
89,140,1748.012876
90,139,1748.33485
93,137,1748.40848
87,143,1748.85192
86,145,1750.749
96,136,1751.136
97,136,1751.927
94,137,1752.62472
92,138,1752.81206
89,141,1752.9358
91,139,1753.03585
88,142,1753.04022
87,144,1754.3295
95,137,1754.848
90,140,1755.12908
93,138,1756.091568
88,143,1757.411271
96,137,1758.217534
87,145,1758.408504
92,139,1758.692397
89,142,1759.082556
97,137,1759.446
91,140,1759.856406
90,141,1760.247258
94,138,1760.641968
93,139,1762.504
95,138,1763.111
88,144,1763.202088
87,146,1763.632687
89,143,1763.762368
91,141,1765.405392
92,140,1765.960104
90,142,1766.687656
96,138,1766.858418
94,139,1767.024468
88,145,1767.436412
97,138,1768.14
89,144,1769.679969
93,140,1769.910173
95,139,1769.976
90,143,1771.474069
92,141,1771.721748
91,142,1771.933778
88,146,1772.911062
96,139,1773.545
89,145,1774.218186
94,140,1774.79757
97,139,1775.428
93,141,1775.975058
88,147,1776.835
91,143,1777.155822
90,144,1777.66407
95,140,1777.81119
98,139,1778.293239
92,142,1778.56731
89,146,1779.77344
94,141,1781.036565
96,140,1781.870564
90,145,1782.330475
93,142,1782.95816
91,144,1783.277055
92,143,1783.86479
97,140,1783.899
89,147,1783.981112
95,141,1784.396
98,140,1787.142
99,140,1787.959
90,146,1788.164448
91,145,1788.303452
94,142,1788.388648
96,141,1788.549888
93,143,1788.694504
89,148,1789.35
92,144,1790.410224
97,141,1790.95
95,142,1791.957
90,147,1792.535991
98,141,1794.173
91,146,1794.181008
94,143,1794.269883
93,144,1795.272393
99,141,1795.44
92,145,1795.536174
96,142,1796.423048
100,141,1797.86
90,148,1798.09
95,143,1798.228992
91,147,1798.885872
97,142,1798.953
93,145,1800.760598
94,144,1801.26968
92,146,1801.68975
90,149,1802.299
98,142,1802.4552
96,143,1802.792535
99,142,1803.885
91,148,1804.45
95,144,1805.331432
97,143,1805.52
92,147,1806.496079
100,142,1806.53
94,145,1806.916002
93,146,1806.975513
91,149,1809.12
98,143,1809.187
96,144,1810.28664
99,143,1810.886
95,145,1811.28312
93,147,1812.04152
92,148,1812.4248
97,144,1813.284
94,146,1813.45008
100,143,1813.752
91,150,1814.248
96,145,1816.380368
92,149,1816.899
98,144,1817.201716
95,146,1817.929998
93,148,1818.16907
94,147,1818.691799
99,144,1819.098
97,145,1819.598
100,144,1822.192
92,150,1822.744
93,149,1823.083526
101,144,1823.29
96,146,1823.349726
95,147,1823.467822
98,145,1823.715
94,148,1825.001134
99,145,1825.852
97,146,1826.752743
92,151,1826.874
93,150,1828.575
96,147,1829.042775
100,145,1829.17
95,148,1829.832039
94,149,1830.034944
101,145,1830.486
98,146,1831.253184
97,147,1832.7999
93,151,1833.416
99,146,1833.58
95,149,1835.199152
96,148,1835.844288
94,150,1836.05486
100,146,1837.12062
98,147,1837.417435
101,146,1838.668
93,152,1838.725
97,148,1839.77115
99,147,1840.08
94,151,1840.753845
102,146,1841.152
95,150,1841.249235
96,149,1841.362915
100,147,1843.608
98,148,1844.783766
101,147,1845.616
97,149,1845.689538
95,151,1846.23
94,152,1846.608594
99,148,1847.5847
96,150,1847.821866
102,147,1848.078
98,149,1850.841395
94,153,1851.018
100,148,1851.554112
97,150,1852.23818
95,152,1852.253
96,151,1852.976957
101,148,1853.556
99,149,1854.048
102,148,1856.5
95,153,1856.776
103,148,1857.651
97,151,1857.768
98,150,1857.778664
100,149,1858.004136
96,152,1859.188544
101,149,1860.25
99,150,1861.026
95,154,1862.271
102,149,1863.173
98,151,1863.365106
96,153,1863.90195
97,152,1864.02396
103,149,1864.548
100,150,1865.5225
104,149,1867.14
99,151,1867.25
101,150,1867.9169
97,153,1868.99175
96,154,1869.7345
98,152,1869.989
102,150,1871.301096
100,151,1871.71202
103,150,1872.959
99,152,1873.936131
96,155,1874.147222
101,151,1874.376
97,154,1874.785013
98,153,1875.0955
104,150,1875.536
105,150,1876.545
102,151,1877.885163
100,152,1878.921576
99,153,1879.224984
103,151,1879.6
97,155,1879.668
96,156,1879.92
98,154,1881.267444
101,152,1881.814
104,151,1882.41
105,151,1883.648
100,153,1884.46291
97,156,1885.103
99,154,1885.580411
102,152,1885.59186
98,155,1886.071737
103,152,1887.65688
101,153,1887.728
97,157,1889.76
104,152,1890.671104
99,155,1890.671606
100,154,1890.977168
102,153,1891.57929
105,152,1892.034
98,156,1892.10315
103,153,1893.92896
106,152,1894.236
101,154,1894.325895
100,155,1896.15144
99,156,1896.644355
98,157,1896.69
104,153,1897.097928
105,153,1898.364
102,154,1898.635776
101,155,1899.776
103,154,1901.029
106,153,1901.06
107,153,1901.38
99,157,1901.568
100,156,1902.53568
98,158,1902.592
102,155,1904.281849
104,154,1904.694804
101,156,1906.318574
105,154,1906.333758
103,155,1907.136
99,158,1907.454
100,157,1907.503858
106,154,1909.06612
107,154,1909.737
104,155,1910.643
102,156,1911.006
101,157,1911.69615
99,159,1912.296
105,155,1912.82
100,158,1913.844
103,156,1914.01
106,155,1915.67997
107,155,1916.53
102,157,1916.593266
101,158,1917.895
104,156,1918.02
100,159,1918.413
108,155,1918.585
103,157,1919.58
105,156,1920.177
101,159,1922.96
102,158,1923.22
106,156,1923.39047
104,157,1923.931224
100,160,1924.52
107,156,1924.634
105,157,1926.224
103,158,1926.441
108,156,1926.771
109,156,1926.815
102,159,1928.268
101,160,1929.051
106,157,1929.631
104,158,1930.94
107,157,1931.16
103,159,1931.988
108,157,1933.505455
105,158,1933.576
109,157,1933.82
101,161,1934.084
102,160,1934.87
110,157,1935.216
104,159,1936.732
106,158,1937.232
103,160,1938.573
107,158,1938.74
105,159,1939.344
102,161,1939.888
108,158,1941.340618
109,158,1941.891
106,159,1943.245
104,160,1943.304
110,158,1943.536
103,161,1943.832
107,159,1945.258
102,162,1945.944
105,160,1946.16
108,159,1947.765
109,159,1948.628
104,161,1948.81
103,162,1950.135
110,159,1950.291426
106,160,1950.312
105,161,1952.174
107,160,1952.571
103,163,1954.834
104,162,1955.632
108,160,1955.864
106,161,1956.309
109,160,1956.437
110,160,1958.51925
107,161,1958.544
105,162,1958.712
104,163,1960.314
108,161,1962.086
109,161,1963.17
106,162,1963.368
105,163,1963.904
110,161,1965.292
111,161,1965.744
107,162,1966.121
104,164,1966.316
106,163,1968.542
108,162,1969.65
105,164,1969.887
109,162,1970.983
107,163,1971.27
110,162,1973.36
111,162,1974.063
105,165,1974.78
106,164,1974.78
108,163,1975.048
109,163,1976.624
107,164,1977.758
110,163,1978.977
106,165,1979.655
111,163,1980.198
108,164,1981.792
107,165,1982.88
109,164,1983.345
106,166,1985.872
110,164,1986.226
108,165,1987.167
111,164,1987.425
109,165,1988.966
107,166,1989.078
112,164,1989.684
106,167,1990.443
110,165,1992.1
111,165,1993.272
108,166,1993.624
107,167,1994.172
109,166,1995.4
112,165,1995.785
113,165,1996.596
108,167,1998.425
110,166,1999.068
107,168,2000.075
111,166,2000.494
109,167,2001
112,166,2003.268
113,166,2004.336
110,167,2004.649
108,168,2004.864
111,167,2006.604
109,168,2007.419
112,167,2009.358
108,169,2009.635
113,167,2010.4
110,168,2011.33
109,169,2012.72
111,168,2013.264
112,168,2016.56
110,169,2016.612
113,168,2017.861
109,170,2019.123
111,169,2019.36
112,169,2022.357
110,170,2023.28
113,169,2023.914
111,170,2026.01
110,171,2028.539
112,170,2029.554
113,170,2031.091
111,171,2031.528
114,170,2034.008
112,171,2035.053
113,171,2037.132
111,172,2038.166
114,171,2040.03
112,172,2041.96
113,172,2044.305
112,173,2047.44
114,172,2047.474
115,172,2048.606
113,173,2050.048
114,173,2053.198
115,173,2054.88
113,174,2056.929
116,173,2057.391
114,174,2060.352
115,174,2062.015
116,174,2064.8
117,174,2065.518
114,175,2065.772
115,175,2067.7
116,175,2070.756
117,175,2071.74
118,175,2073.561
115,176,2074.83
116,176,2077.872
117,176,2078.835
118,176,2081.226
116,177,2083.523
117,177,2085.048
118,177,2087.125
