Z,A,BE
103,257,1901.029
104,257,1896.917
105,257,1891.777
99,258,1912.296
100,258,1913.844
101,258,1911.694602
102,258,1911.006
103,258,1906.878
104,258,1904.556
105,258,1898.622
106,258,1893.978
100,259,1918.413
101,259,1917.895
102,259,1916.6
103,259,1914.01
104,259,1910.643
105,259,1906.24
106,259,1900.801
100,260,1924.78
101,260,1922.96
102,260,1923.22
103,260,1919.58
104,260,1918.02
105,260,1912.82
106,260,1909.03024
107,260,1901.12
101,261,1929.051
102,261,1928.268
103,261,1926.441
104,261,1923.934356
105,261,1920.177
106,261,1915.479
107,261,1909.476
101,262,1934.346
102,262,1934.87
103,262,1931.988
104,262,1930.94
105,262,1926.224
106,262,1923.342
107,262,1916.53
102,263,1939.888
103,263,1938.573
104,263,1936.469
105,263,1933.576
106,263,1929.631
107,263,1924.371
108,263,1918.585
102,264,1946.472
103,264,1944.096
104,264,1943.304
105,264,1939.344
106,264,1937.232
107,264,1931.16
108,264,1926.735096
103,265,1950.4
104,265,1948.81
105,265,1946.16
106,265,1943.15278
107,265,1938.74
108,265,1933.175
109,265,1926.815
103,266,1955.366
104,266,1955.632
105,266,1952.174
106,266,1950.312
107,266,1944.992
108,266,1941.268
109,266,1933.82
104,267,1960.581
105,267,1958.979
106,267,1956.309
107,267,1952.304
108,267,1947.765
109,267,1941.891
110,267,1934.415
104,268,1966.584
105,268,1964.172
106,268,1963.1
107,268,1958.544
108,268,1955.596
109,268,1948.628
110,268,1943
105,269,1970.425
106,269,1968.273
107,269,1965.852
108,269,1961.817
109,269,1956.437
110,269,1949.981
105,270,1975.32
106,270,1975.05
107,270,1971
108,270,1969.38
109,270,1962.9
110,270,1958.31
106,271,1980.197
107,271,1977.758
108,271,1974.506
109,271,1970.712
110,271,1965.292
106,272,1986.688
107,272,1983.152
108,272,1981.248
109,272,1976.352
110,272,1973.088
111,272,1965.472
106,273,1991.808
107,273,1989.624
108,273,1986.621
109,273,1983.072
110,273,1978.704
111,273,1973.517
107,274,1995.268
108,274,1993.624
109,274,1988.966
110,274,1986.226
111,274,1979.65
107,275,2001.45
108,275,1999.25
109,275,1995.95
110,275,1991.825
111,275,1987.425
108,276,2005.968
109,276,2001.552
110,276,1999.068
111,276,1993.272
108,277,2011.574
109,277,2008.527
110,277,2004.649
111,277,2000.217
112,277,1995.508
109,278,2014.388
110,278,2011.886
111,278,2006.326
112,278,2003.268
109,279,2021.076
110,279,2017.728
111,279,2013.822
112,279,2009.079
110,280,2024.96
111,280,2019.92
112,280,2016.84
110,281,2031.068
111,281,2027.134
112,281,2022.638
111,282,2033.22
112,282,2030.4
111,283,2040.43
112,283,2036.468
113,283,2031.374
112,284,2043.948
113,284,2037.984
112,285,2050.575
113,285,2045.445
114,285,2040.03
113,286,2051.764
114,286,2048.046
113,287,2059.512
114,287,2054.346
115,287,2048.319
114,288,2062.368
115,288,2055.168
114,289,2068.951
115,289,2063.171
116,289,2056.524
115,290,2069.73
116,290,2064.8
115,291,2077.74
116,291,2071.629
117,291,2064.936
116,292,2079.916
117,292,2072.032
118,293,2072.682
