Z,A,BE
53,136,1135.734096
54,136,1141.877488
55,136,1141.00872
56,136,1142.77468
57,136,1139.142256
58,136,1138.791376
59,136,1132.867896
60,136,1129.957632
61,136,1121.173936
62,136,1116.004576
63,136,1104.728
64,136,1096.704
65,136,1082.832
50,137,1116.961
51,137,1126.14
52,137,1134.649618
53,137,1140.808864
54,137,1145.903072
55,137,1149.286972
56,137,1149.680299
57,137,1148.277282
58,137,1146.272835
59,137,1142.789336
60,137,1138.409857
61,137,1132.120187
62,137,1125.290326
63,137,1116.55
64,137,1106.96
65,137,1095.863
51,138,1129.116
52,138,1139.052
53,138,1144.708344
54,138,1151.74593
55,138,1153.700148
56,138,1158.29196
57,138,1155.772632
58,138,1156.034142
59,138,1150.814844
60,138,1148.919
61,138,1141.058934
62,138,1136.834064
63,138,1126.30356
64,138,1119.594
65,138,1106.622
66,138,1097.1
51,139,1132.294
52,139,1142.024
53,139,1149.286611
54,139,1155.310315
55,139,1159.584982
56,139,1163.015363
57,139,1164.550757
58,139,1163.489492
59,139,1160.577998
60,139,1156.963998
61,139,1151.686446
62,139,1145.787842
63,139,1138.023302
64,139,1129.375
65,139,1119.228
66,139,1107.969
52,140,1146.32
53,140,1152.76
54,140,1160.72866
55,140,1164.00634
56,140,1169.44436
57,140,1169.71162
58,140,1172.69152
59,140,1168.5212
60,140,1167.29536
61,140,1160.46784
62,140,1156.9348
63,140,1147.68248
64,140,1141.6965
65,140,1129.61408
66,140,1121.12
67,140,1106.84
52,141,1148.868
53,141,1157.046
54,141,1164.135903
55,141,1169.503491
56,141,1173.969948
57,141,1176.400224
58,141,1178.119719
59,141,1177.918089
60,141,1175.312832
61,141,1170.85554
62,141,1165.488939
63,141,1158.694431
64,141,1151.209728
65,141,1141.743975
66,141,1131.807
67,141,1119.963
52,142,1152.898
53,142,1160.424
54,142,1169.355374
55,142,1173.613102
56,142,1180.138712
57,142,1181.568084
58,142,1185.289336
59,142,1183.761274
60,142,1185.141372
61,142,1179.560772
62,142,1176.614414
63,142,1168.159024
64,142,1163.016352
65,142,1152.33
66,142,1144.52
67,142,1131.172
53,143,1164.306
54,143,1172.457
55,143,1178.840663
56,143,1184.322711
57,143,1187.791605
58,143,1190.434245
59,143,1191.113352
60,143,1191.264932
61,143,1189.440967
62,143,1185.216032
63,143,1179.152832
64,143,1172.360618
65,143,1163.780189
66,143,1154.868
67,143,1144
68,143,1132.417
53,144,1167.408
54,144,1177.344
55,144,1182.510576
56,144,1190.227248
57,144,1192.5684
58,144,1197.33048
59,144,1196.8668
60,144,1199.082096
61,144,1195.967664
62,144,1195.736112
63,144,1188.603504
64,144,1183.958928
65,144,1173.785328
66,144,1167.21936
67,144,1155.024
68,144,1145.952
54,145,1180.155
55,145,1187.368895
56,145,1193.9445
57,145,1198.733995
58,145,1202.061745
59,145,1203.81436
60,145,1204.837335
61,145,1203.891645
62,145,1202.493265
63,145,1199.051545
64,145,1193.198185
65,145,1185.369345
66,145,1176.99429
67,145,1167.105
68,145,1156.81
69,145,1144.195
54,146,1184.79
55,146,1191.003322
56,146,1199.60097
57,146,1202.94145
58,146,1208.711662
59,146,1208.9676
60,146,1212.402542
61,146,1210.149032
62,146,1210.90867
63,146,1206.246744
64,146,1204.435322
65,146,1195.329156
66,146,1189.331622
67,146,1177.49
68,146,1169.898
69,146,1155.736
54,147,1187.466
55,147,1195.473825
56,147,1203.342
57,147,1208.738223
58,147,1213.136316
59,147,1215.779964
60,147,1217.694786
61,147,1217.808417
62,147,1217.250258
63,147,1214.74626
64,147,1211.776566
65,147,1206.383136
66,147,1199.036664
67,147,1189.903848
68,147,1180.263
69,147,1168.797
55,148,1198.82886
56,148,1208.756996
57,148,1213.089548
58,148,1219.56958
59,148,1220.927184
60,148,1225.027524
61,148,1223.703664
62,148,1225.391604
63,148,1221.569652
64,148,1220.760536
65,148,1214.242912
66,148,1210.779564
67,148,1200.153016
68,148,1193.028
69,148,1179.856
70,148,1170.088
55,149,1203.473
56,149,1212.264
57,149,1218.82
58,149,1223.945153
59,149,1227.524282
60,149,1230.066371
61,149,1230.974377
62,149,1231.262692
63,149,1229.78491
64,149,1227.689523
65,149,1223.269736
66,149,1218.706462
67,149,1211.89746
68,149,1203.168295
69,149,1192.745
70,149,1181.421
55,150,1206.6
56,150,1217.55
57,150,1223.1
58,150,1230.1452
59,150,1232.8428
60,150,1237.44645
61,150,1236.5778
62,150,1239.24945
63,150,1236.207
64,150,1236.39615
65,150,1230.95565
66,150,1228.3797
67,150,1220.22825
68,150,1215.3309
69,150,1203.3
70,150,1194.6
71,150,1180.05
55,151,1211.02
56,151,1220.835
57,151,1228.536
58,151,1234.893553
59,151,1239.381273
60,151,1242.781038
61,151,1244.440981
62,151,1244.845812
63,151,1244.140189
64,151,1242.893684
65,151,1239.545863
66,151,1235.892569
67,151,1229.983788
68,151,1223.835219
69,151,1215.568724
70,151,1205.548515
71,151,1193.353
56,152,1225.576
57,152,1232.264
58,152,1240.624
59,152,1244.489816
60,152,1250.057424
61,152,1250.37936
62,152,1253.103504
63,152,1250.446848
64,152,1251.484248
65,152,1246.711904
66,152,1245.329768
67,152,1238.031184
68,152,1234.140744
69,152,1224.628888
70,152,1218.381536
71,152,1204.752
56,153,1228.743
57,153,1237.311
58,153,1244.961
59,153,1250.38179
60,153,1255.319406
61,153,1257.872976
62,153,1258.971822
63,153,1258.99722
64,153,1257.731145
65,153,1255.379229
66,153,1252.426329
67,153,1247.513652
68,153,1242.199962
69,153,1234.945008
70,153,1227.213
71,153,1217.7729
72,153,1205.946
57,154,1240.778
58,154,1250.326
59,154,1255.025926
60,154,1261.73355
61,154,1263.758034
62,154,1266.938904
63,154,1265.439406
64,154,1266.625822
65,154,1262.292262
66,154,1261.746178
67,154,1255.209802
68,154,1252.395452
69,154,1243.430188
70,154,1238.1523
71,154,1227.072
72,154,1219.372
57,155,1245.27
58,155,1254.105
59,155,1260.615
60,155,1266.66
61,155,1270.304205
62,155,1272.74592
63,155,1273.590825
64,155,1273.061035
65,155,1271.45601
66,155,1268.57921
67,155,1264.67662
68,155,1260.07002
69,155,1253.70758
70,155,1246.79334
71,155,1238.061725
72,155,1228.84
73,155,1217.68
58,156,1259.076
59,156,1264.848
60,156,1272.714924
61,156,1275.622608
62,156,1279.990296
63,156,1279.930392
64,156,1281.597408
65,156,1278.370392
66,156,1278.020484
67,156,1272.062844
68,156,1270.13874
69,156,1261.983372
70,156,1257.625668
71,156,1247.328732
72,156,1240.648656
73,156,1227.876
58,157,1262.437
59,157,1269.973
60,157,1277.038
61,157,1281.847067
62,157,1285.424783
63,157,1287.37645
64,157,1287.95735
65,157,1287.114888
66,157,1284.989736
67,157,1281.608427
68,157,1277.416998
69,157,1271.924196
70,157,1265.874358
71,157,1258.133316
72,157,1249.563
73,157,1239.714076
59,158,1273.796
60,158,1282.802
61,158,1286.637608
62,158,1291.975322
63,158,1293.191922
64,158,1295.89467
65,158,1293.89281
66,158,1294.04528
67,158,1289.041894
68,158,1287.372308
69,158,1279.989442
70,158,1276.518656
71,158,1266.935798
72,158,1261.043188
73,158,1249.148
74,158,1241.09
59,159,1278.678
60,159,1286.628
61,159,1292.511
62,159,1297.04727
63,159,1300.10484
64,159,1301.837781
65,159,1302.025878
66,159,1300.878057
67,159,1298.258055
68,159,1294.707267
69,159,1289.927886
70,159,1284.418059
71,159,1277.50776
72,159,1269.863994
73,159,1260.676497
74,159,1250.694
60,160,1291.84
61,160,1296.8
62,160,1303.36
63,160,1305.44
64,160,1309.28912
65,160,1308.40112
66,160,1309.45392
67,160,1305.3816
68,160,1304.2696
69,160,1297.7312
70,160,1294.81616
71,160,1286.13408
72,160,1281.01904
73,160,1270.17488
74,160,1262.87888
75,160,1249.44
60,161,1295.567
61,161,1302.168
62,161,1307.964
63,161,1311.989
64,161,1314.924513
65,161,1316.09772
66,161,1315.908384
67,161,1314.267633
68,161,1311.49151
69,161,1307.39889
70,161,1302.561967
71,161,1296.497741
72,161,1289.471862
73,161,1281.077
74,161,1272.061
75,161,1261.681652
61,162,1306.206
62,162,1313.82
63,162,1316.898
64,162,1321.770474
65,162,1322.382186
66,162,1324.10538
67,162,1321.183224
68,162,1320.696414
69,162,1315.055088
70,162,1312.620714
71,162,1304.84358
72,162,1300.39749
73,162,1290.224376
74,162,1283.661594
75,162,1271.214
76,162,1262.628
61,163,1311.009
62,163,1318.018
63,163,1322.908
64,163,1326.983
65,163,1329.373558
66,163,1330.376334
67,163,1329.591326
68,163,1327.59914
69,163,1324.377771
70,163,1320.16471
71,163,1314.869492
72,163,1308.58193
73,163,1301.054427
74,163,1292.640204
75,163,1282.955559
76,163,1272.215
62,164,1323.316
63,164,1327.58
64,164,1333.32
65,164,1334.926708
66,164,1338.034344
67,164,1336.265932
68,164,1336.446004
69,164,1331.602592
70,164,1329.954392
71,164,1322.791692
72,164,1319.188612
73,164,1309.867508
74,164,1304.03616
75,164,1292.648
76,164,1284.69728
77,164,1270.672
62,165,1327.095
63,165,1333.035
64,165,1338.15
65,165,1341.615
66,165,1343.75043
67,165,1344.25467
68,165,1343.09604
69,165,1340.72136
70,165,1337.29035
71,165,1332.662925
72,165,1327.07388
73,165,1320.51117
74,165,1312.73571
75,165,1303.74816
76,165,1293.93
77,165,1283.205
63,166,1337.13
64,166,1344.102
65,166,1346.746214
66,166,1350.793958
67,166,1350.498312
68,166,1351.570672
69,166,1347.75068
70,166,1346.662882
71,166,1340.31305
72,166,1337.368708
73,166,1328.825186
74,166,1323.836886
75,166,1313.06
76,166,1305.818748
77,166,1292.808
78,166,1283.678
63,167,1342.179
64,167,1348.525
65,167,1352.867
66,167,1356.211676
67,167,1357.779305
68,167,1358.007093
69,167,1356.476371
70,167,1353.739742
71,167,1349.864507
72,167,1345.048728
73,167,1339.149787
74,167,1332.104892
75,167,1324.143
76,167,1314.954493
77,167,1304.748121
78,167,1293.415
64,168,1354.08
65,168,1357.608
66,168,1362.910584
67,168,1363.6308
68,168,1365.778512
69,168,1363.316976
70,168,1362.79164
71,168,1357.4988
72,168,1355.012904
73,168,1347.263904
74,168,1342.977888
75,168,1333.10016
76,168,1326.513552
77,168,1314.432
78,168,1305.995712
64,169,1357.915
65,169,1363.323
66,169,1368.020862
67,169,1370.438407
68,169,1371.781788
69,169,1371.350669
70,169,1369.658641
71,169,1366.583348
72,169,1362.440482
73,169,1357.231733
74,169,1351.076753
75,169,1343.762433
76,169,1335.315644
77,169,1325.893049
78,169,1315.327
79,169,1304.004
65,170,1367.65
66,170,1374.11
67,170,1375.95127
68,170,1379.03898
69,170,1377.94265
70,170,1378.12863
71,170,1373.88747
72,170,1372.04875
73,170,1365.15032
74,170,1361.52354
75,170,1352.36564
76,170,1346.59329
77,170,1335.18
78,170,1327.40641
79,170,1313.93
65,171,1372.788
66,171,1378.602
67,171,1382.302782
68,171,1384.720551
69,171,1385.428833
70,171,1384.743123
71,171,1382.482161
72,171,1379.297628
73,171,1374.804261
74,171,1369.387665
75,171,1362.769452
76,171,1355.029992
77,171,1346.384745
78,171,1336.642704
79,171,1325.954691
80,171,1314.135
66,172,1384.428
67,172,1387.18
68,172,1391.556368
69,172,1391.664556
70,172,1392.762604
71,172,1389.461236
72,172,1388.341172
73,172,1382.48526
74,172,1379.4701
75,172,1371.113824
76,172,1366.046188
77,172,1355.532
78,172,1348.344464
79,172,1335.752
80,172,1326.766204
66,173,1388.498
67,173,1392.996
68,173,1396.802
69,173,1398.614867
70,173,1399.129888
71,173,1397.677034
72,173,1395.420768
73,173,1391.623072
74,173,1387.171609
75,173,1381.215738
76,173,1374.317709
77,173,1366.369051
78,173,1357.256449
79,173,1347.352199
80,173,1336.252
67,174,1397.568
68,174,1403.136
69,174,1404.296928
70,174,1406.594424
71,174,1404.437868
72,174,1403.92683
73,174,1399.038648
74,174,1396.742544
75,174,1389.406356
76,174,1384.947084
77,174,1375.037262
78,174,1368.705228
79,174,1356.852
80,174,1348.468854
67,175,1402.8
68,175,1407.875
69,175,1410.814125
70,175,1412.41695
71,175,1412.104575
72,175,1410.63545
73,175,1407.777875
74,175,1404.2196
75,175,1399.0928
76,175,1393.126875
77,175,1385.668375
78,175,1377.147625
79,175,1368.11815
80,175,1357.881875
68,176,1413.808
69,176,1415.944112
70,176,1419.2816
71,176,1418.392624
72,176,1418.800416
73,176,1414.80592
74,176,1413.299712
75,176,1406.93872
76,176,1403.191328
77,176,1394.172208
78,176,1388.456608
79,176,1377.2
80,176,1369.743232
81,176,1356.608
68,177,1418.301
69,177,1422.195
70,177,1424.848053
71,177,1425.465606
72,177,1425.183822
73,177,1423.235406
74,177,1420.431195
75,177,1416.216294
76,177,1411.114269
77,177,1404.429864
78,177,1396.970553
79,177,1388.367999
80,177,1378.816194
81,177,1368.580992
69,178,1426.848
70,178,1431.628546
71,178,1431.490774
72,178,1432.809754
73,178,1430.090448
74,178,1429.216824
75,178,1423.671946
76,178,1420.782294
77,178,1412.705722
78,178,1407.66939
79,178,1397.215272
80,178,1390.423504
81,178,1378.076
82,178,1368.974148
69,179,1432.358
70,179,1436.475
71,179,1438.283258
72,179,1438.908684
73,179,1438.020844
74,179,1436.175712
75,179,1432.675904
76,179,1428.327457
77,179,1422.6025
78,179,1416.006529
79,179,1407.912507
80,179,1399.099621
81,179,1389.696214
82,179,1378.658
70,180,1442.52
71,180,1443.97584
72,180,1446.29658
73,180,1444.662
74,180,1444.58784
75,180,1440.00072
76,180,1437.73758
77,180,1430.57394
78,180,1426.24998
79,180,1416.62808
80,180,1410.49404
81,180,1398.78
82,180,1390.62384
70,181,1446.914
71,181,1450.172
72,181,1451.991412
73,181,1452.238658
74,181,1451.268679
75,181,1448.74391
76,181,1445.003002
77,181,1440.139532
78,181,1434.259928
79,181,1426.974135
80,181,1418.981899
81,181,1410.339511
82,181,1399.900698
71,182,1455.272
72,182,1458.709252
73,182,1458.301754
74,182,1459.333512
75,182,1455.751206
76,182,1454.130496
77,182,1447.790708
78,182,1444.125956
79,182,1435.475132
80,182,1429.968176
81,182,1418.960634
82,182,1411.653516
71,183,1461.072
72,183,1464.008235
73,183,1465.235799
74,183,1465.52439
75,183,1464.186111
76,183,1461.255366
77,183,1457.00757
78,183,1451.800488
79,183,1445.432454
80,183,1438.263063
81,183,1430.268342
82,183,1420.467411
71,184,1465.928
72,184,1470.294688
73,184,1470.852392
74,184,1472.936008
75,184,1470.672992
76,184,1469.920064
77,184,1464.492432
78,184,1461.431408
79,184,1453.635696
80,184,1448.883712
81,184,1438.637304
82,184,1432.015328
83,184,1419.192
72,185,1475.19
73,185,1477.47845
74,185,1478.689645
75,185,1478.33981
76,185,1476.544755
77,185,1473.28857
78,185,1468.85375
79,185,1463.25528
80,185,1456.78176
81,185,1449.57934
82,185,1440.58242
83,185,1430.42
72,186,1481.304
73,186,1482.76224
74,186,1485.880902
75,186,1484.519196
76,186,1484.806194
77,186,1480.1973
78,186,1478.106474
79,186,1471.17444
80,186,1467.216546
81,186,1458.085062
82,186,1451.793798
83,186,1439.49957
72,187,1485.902
73,187,1489.081
74,187,1491.34744
75,187,1491.876089
76,187,1491.096112
77,187,1488.811346
78,187,1485.026279
79,187,1480.536035
80,187,1474.866382
81,187,1468.409646
82,187,1460.163881
83,187,1450.774985
72,188,1491.968
73,188,1494.036
74,188,1498.181024
75,188,1497.747684
76,188,1499.08568
77,188,1495.495068
78,188,1494.207456
79,188,1487.903064
80,188,1485.021588
81,188,1476.384304
82,188,1471.070672
83,188,1459.677872
84,188,1452.228936
73,189,1500.282
74,189,1503.063135
75,189,1504.780956
76,189,1505.006055
77,189,1503.691371
78,189,1500.939153
79,189,1497.255543
80,189,1492.522038
81,189,1486.711044
82,189,1479.20472
83,189,1470.60522
84,189,1461.177144
73,190,1505.18
74,190,1509.95299
75,190,1510.44053
76,190,1512.79824
77,190,1510.06072
78,190,1509.85058
79,190,1504.62634
80,190,1502.33304
81,190,1494.5134
82,190,1489.8147
83,190,1479.51841
84,190,1472.39626
74,191,1514.821
75,191,1517.294259
76,191,1518.55696
77,191,1518.087291
78,191,1516.296475
79,191,1513.625531
80,191,1509.626755
81,191,1504.532594
82,191,1497.715231
83,191,1489.927015
84,191,1480.958228
74,192,1521.408
75,192,1522.752
76,192,1526.115072
77,192,1524.285312
78,192,1524.962688
79,192,1520.664
80,192,1519.11648
81,192,1512.195072
82,192,1508.096448
83,192,1498.303872
84,192,1492.046976
75,193,1529.332
76,193,1531.698373
77,193,1532.057353
78,193,1531.218189
79,193,1529.35323
80,193,1526.227402
81,193,1521.712939
82,193,1515.806174
83,193,1508.70223
84,193,1500.406897
85,193,1491.410974
75,194,1534.734
76,194,1538.80994
77,194,1538.12415
78,194,1539.575658
79,194,1536.292208
80,194,1535.440742
81,194,1529.292494
82,194,1525.890704
83,194,1516.89085
84,194,1511.123424
85,194,1500.523652
76,195,1544.13831
77,195,1545.35589
78,195,1545.680565
79,195,1544.67144
80,195,1542.319155
81,195,1538.691765
82,195,1533.4683
83,195,1526.99586
84,195,1519.2645
85,195,1510.883595
86,195,1501.559865
76,196,1550.800608
77,196,1551.175948
78,196,1553.602624
79,196,1551.312756
80,196,1551.217108
81,196,1546.104644
82,196,1543.1864
83,196,1535.0524
84,196,1529.735508
85,196,1519.401996
86,196,1512.72604
77,197,1558.076546
78,197,1559.448848
79,197,1559.385217
80,197,1558.002671
81,197,1555.020485
82,197,1550.645706
83,197,1544.802292
84,197,1537.690395
85,197,1529.89412
86,197,1521.291918
77,198,1563.606
78,198,1567.005462
79,198,1565.897454
80,198,1566.487494
81,198,1562.245146
82,198,1560.018636
83,198,1552.555422
84,198,1547.877078
85,198,1538.293482
86,198,1532.069748
77,199,1570.352382
78,199,1572.561481
79,199,1573.481657
80,199,1573.151516
81,199,1570.881324
82,199,1567.267683
83,199,1562.055674
84,199,1555.689863
85,199,1548.511734
86,199,1540.428354
87,199,1531.367088
78,200,1579.8432
79,200,1579.727
80,200,1581.1798
81,200,1577.9414
82,200,1576.3542
83,200,1569.6988
84,200,1565.5008
85,200,1556.7516
86,200,1550.9876
87,200,1540.077
78,201,1585.052835
79,201,1586.930376
80,201,1587.410364
81,201,1586.146677
82,201,1583.440212
83,201,1578.816006
84,201,1573.14258
85,201,1566.624753
86,201,1559.125041
87,201,1550.674197
78,202,1591.962
79,202,1593.00028
80,202,1595.164104
81,202,1593.019268
82,202,1592.18723
83,202,1586.204192
84,202,1582.613238
85,202,1574.497484
86,202,1569.399206
87,202,1559.200024
88,202,1552.346366
79,203,1599.815392
80,203,1601.158846
81,203,1600.868556
82,203,1599.111591
83,203,1595.082447
84,203,1590.067332
85,203,1584.141356
86,203,1577.355878
87,203,1569.551949
88,203,1560.994484
79,204,1605.48
80,204,1608.65118
81,204,1607.524488
82,204,1607.505924
83,204,1602.28128
84,204,1599.16518
85,204,1591.924608
86,204,1587.250968
87,204,1577.876148
88,204,1571.647824
79,205,1611.505
80,205,1614.319855
81,205,1615.070565
82,205,1614.23765
83,205,1610.74691
84,205,1606.41198
85,205,1601.092025
86,205,1595.05211
87,205,1587.86563
88,205,1579.934385
80,206,1621.04902
81,206,1621.57432
82,206,1622.324366
83,206,1617.784538
84,206,1615.155978
85,206,1608.611358
86,206,1604.524936
87,206,1595.86964
88,206,1590.27983
89,206,1579.551144
80,207,1624.393584
81,207,1628.426151
82,207,1629.062055
83,207,1625.882328
84,207,1622.191311
85,207,1617.505659
86,207,1612.11186
87,207,1605.540024
88,207,1598.378238
89,207,1590.002604
80,208,1629.264
81,208,1632.21344
82,208,1636.430016
83,208,1632.769216
84,208,1630.586256
85,208,1624.825904
86,208,1621.200048
87,208,1613.434992
88,208,1608.273472
89,208,1598.444848
80,209,1632.708
81,209,1637.173285
82,209,1640.367223
83,209,1640.228865
84,209,1637.554083
85,209,1633.285467
86,209,1628.552035
87,209,1622.610374
88,209,1616.203897
89,209,1608.432023
90,209,1599.991976
80,210,1637.58
81,210,1640.85285
82,210,1645.55244
83,210,1644.83361
84,210,1645.21245
85,210,1640.44902
86,210,1637.29272
87,210,1630.25856
88,210,1625.66901
89,210,1616.55816
90,210,1610.52276
81,211,1645.8
82,211,1649.387
83,211,1649.97147
84,211,1649.763213
85,211,1648.195694
86,211,1644.521551
87,211,1639.141473
88,211,1633.364926
89,211,1626.214136
90,211,1618.731021
81,212,1649.36
82,212,1654.514144
83,212,1654.30172
84,212,1655.771516
85,212,1653.240872
86,212,1652.496964
87,212,1646.592552
88,212,1642.464064
89,212,1634.211752
90,212,1628.617072
91,212,1618.311116
82,213,1658.222466
83,213,1659.486408
84,213,1660.126899
85,213,1659.270639
86,213,1657.606896
87,213,1654.676229
88,213,1649.986395
89,213,1643.406612
90,213,1636.660476
91,213,1628.33388
82,214,1663.290604
83,214,1663.527288
84,214,1666.01461
85,214,1664.14211
86,214,1664.299828
87,214,1660.156146
88,214,1658.31489
89,214,1651.204098
90,214,1646.138718
91,214,1636.582976
82,215,1666.68
83,215,1668.749805
84,215,1670.156335
85,215,1670.088825
86,215,1669.22001
87,215,1666.9509
88,215,1663.953155
89,215,1659.692715
90,215,1653.995215
91,215,1646.268115
83,216,1672.595784
84,216,1675.903608
85,216,1674.647784
86,216,1675.867104
87,216,1672.361424
88,216,1671.266952
89,216,1665.652896
90,216,1662.688944
91,216,1654.410528
83,217,1677.627
84,217,1679.857977
85,217,1680.580804
86,217,1680.535451
87,217,1679.096958
88,217,1676.741857
89,217,1673.140308
90,217,1668.848699
91,217,1663.213643
92,217,1656.800642
83,218,1681.216
84,218,1685.471578
85,218,1684.949032
86,218,1687.047718
87,218,1684.42387
88,218,1684.049564
89,218,1679.074368
90,218,1676.761606
91,218,1669.684672
92,218,1665.647966
84,219,1689.147
85,219,1690.721829
86,219,1691.505849
87,219,1690.936011
88,219,1689.377826
89,219,1686.420012
90,219,1682.73468
91,219,1677.903978
92,219,1672.430511
84,220,1694.44
85,220,1694.8382
86,220,1697.79456
87,220,1696.1428
88,220,1696.57048
89,220,1692.3093
90,220,1690.60958
91,220,1684.11958
92,220,1680.58
85,221,1700.374
86,221,1702.006748
87,221,1702.418692
88,221,1701.950614
89,221,1699.609119
90,221,1696.411912
91,221,1692.188381
92,221,1687.114
85,222,1704.516
86,222,1708.177002
87,222,1707.418872
88,222,1708.664514
89,222,1705.582044
90,222,1704.218298
91,222,1698.522
92,222,1695.636
85,223,1709.964
86,223,1712.417
87,223,1713.455734
88,223,1713.822569
89,223,1712.448443
90,223,1710.10672
91,223,1706.389533
92,223,1702.089424
86,224,1718.304
87,224,1718.2536
88,224,1720.301408
89,224,1718.11136
90,224,1717.567488
91,224,1712.9112
92,224,1710.285472
86,225,1722.375
87,225,1724.16825
88,225,1725.205725
89,225,1724.77935
90,225,1723.32495
91,225,1720.512225
92,225,1716.693075
93,225,1711.6974
86,226,1727.996
87,226,1728.680328
88,226,1731.602056
89,226,1730.178708
90,226,1730.509346
91,226,1726.89086
92,226,1724.813016
93,226,1718.73
86,227,1732.01
87,227,1734.469772
88,227,1736.163419
89,227,1736.709127
90,227,1735.971604
91,227,1734.163776
92,227,1731.191211
93,227,1726.868677
86,228,1737.588
87,228,1738.956
88,228,1742.471988
89,228,1741.735548
90,228,1743.076872
91,228,1740.142512
92,228,1739.05974
93,228,1733.712
94,228,1730.631492
87,229,1744.451239
88,229,1746.922378
89,229,1747.949214
90,229,1748.333934
91,229,1747.240001
92,229,1745.145109
93,229,1741.793923
94,229,1737.391398
87,230,1748.69
88,230,1753.03861
89,230,1752.96639
90,230,1755.1277
91,230,1753.03493
92,230,1752.81229
93,230,1748.40848
94,230,1745.92862
87,231,1753.983
88,231,1757.217
89,231,1758.928017
90,231,1760.245872
91,231,1759.85502
92,231,1758.691011
93,231,1756.090875
94,231,1752.648282
95,231,1747.746
87,232,1758.096
88,232,1762.968
89,232,1763.7684
90,232,1766.686032
91,232,1765.404232
92,232,1765.958944
93,232,1762.504
94,232,1760.639416
95,232,1754.848
88,233,1767.072
89,233,1769.402
90,233,1771.472438
91,233,1771.933312
92,233,1771.721049
93,233,1769.909008
94,233,1767.024468
95,233,1763.111
96,233,1758.218466
88,234,1772.55
89,234,1773.954
90,234,1777.662666
91,234,1777.153482
92,234,1778.565672
93,234,1775.97342
94,234,1774.798038
95,234,1769.742
96,234,1766.859354
89,235,1779.42
90,235,1782.09289
91,235,1783.23546
92,235,1783.863145
93,235,1782.956515
94,235,1781.035155
95,235,1777.775
96,235,1773.78
97,235,1768.14
89,236,1783.688
90,236,1787.936
91,236,1788.290944
92,236,1790.408572
93,236,1788.693324
94,236,1788.387468
95,236,1784.396
96,236,1781.8
97,236,1775.428
90,237,1792.194
91,237,1794.066774
92,237,1795.534278
93,237,1795.270734
94,237,1794.268224
95,237,1791.957
96,237,1788.402
97,237,1783.899
98,237,1778.448
90,238,1797.852
91,238,1799.01106
92,238,1801.68856
93,238,1800.758932
94,238,1801.268252
95,238,1798.227564
96,238,1796.472314
97,238,1790.712
98,238,1787.142
91,239,1804.45
92,239,1806.495123
93,239,1806.974079
94,239,1806.914329
95,239,1805.329759
96,239,1802.777
97,239,1798.953
98,239,1794.173
91,240,1809.12
92,240,1812.42504
93,240,1812.0432
94,240,1813.44864
95,240,1811.28144
96,240,1810.28544
97,240,1805.52
98,240,1802.4
99,240,1795.44
92,241,1816.899
93,241,1818.167383
94,241,1818.690112
95,241,1817.928552
96,241,1816.378681
97,241,1813.284
98,241,1809.187
99,241,1803.885
92,242,1822.744
93,242,1823.082074
94,242,1824.999682
95,242,1823.466128
96,242,1823.348274
97,242,1819.598
98,242,1817.251084
99,242,1810.886
100,242,1806.53
93,243,1828.575
94,243,1830.033972
95,243,1829.831067
96,243,1829.041074
97,243,1826.751285
98,243,1823.715
99,243,1819.098
100,243,1813.752
93,244,1833.416
94,244,1836.055348
95,244,1835.197444
96,244,1835.842336
97,244,1832.798192
98,244,1831.252208
99,244,1825.852
100,244,1822.192
94,245,1840.82612
95,245,1841.24997
96,245,1841.36267
97,245,1839.76968
98,245,1837.415965
99,245,1833.58
100,245,1828.925
101,245,1823.045
94,246,1846.608348
95,246,1846.226556
96,246,1847.82039
97,246,1845.688062
98,246,1844.78229
99,246,1840.08
100,246,1837.168836
101,246,1830.24
94,247,1851.018
95,247,1852.253
96,247,1852.976216
97,247,1852.237192
98,247,1850.808791
99,247,1847.56
100,247,1843.855
101,247,1838.668
95,248,1856.776
96,248,1859.189288
97,248,1857.768
98,248,1857.776928
99,248,1854.048
100,248,1851.54568
101,248,1845.616
102,248,1841.152
95,249,1862.271
96,249,1863.902448
97,249,1864.020723
98,249,1863.362367
99,249,1861.026
100,249,1857.789
101,249,1853.307
102,249,1848.078
96,250,1869.735
97,250,1868.99025
98,250,1869.9875
99,250,1867.25
100,250,1865.521
101,250,1860.25
102,250,1856.5
96,251,1874.147724
97,251,1874.785264
98,251,1875.096002
99,251,1873.936131
100,251,1871.67939
101,251,1867.942
102,251,1863.173
103,251,1857.4
96,252,1879.92
97,252,1879.668
98,252,1881.267948
99,252,1879.225488
100,252,1878.919812
101,252,1874.376
102,252,1871.29152
103,252,1864.548
97,253,1885.103
98,253,1886.072243
99,253,1885.577122
100,253,1884.459115
101,253,1881.814
102,253,1877.766
103,253,1872.706
104,253,1866.887
97,254,1889.76
98,254,1892.103912
99,254,1890.670336
100,254,1890.975644
101,254,1887.474
102,254,1885.590844
103,254,1879.6
104,254,1875.536
98,255,1896.69
99,255,1896.64461
100,255,1896.15195
101,255,1894.325895
102,255,1891.53288
103,255,1887.51
104,255,1882.41
105,255,1876.035
98,256,1902.592
99,256,1901.568
100,256,1902.536448
101,256,1899.624704
102,256,1898.633984
103,256,1893.888
104,256,1890.657536
105,256,1883.392
99,257,1907.454
100,257,1907.504372
101,257,1906.315233
102,257,1904.288531
