Z,N,BE
55,81,1141.00872
56,80,1142.77468
57,79,1139.142256
58,78,1138.791376
59,77,1132.867896
60,76,1129.957632
61,75,1121.173936
62,74,1116.004576
63,73,1104.728
64,72,1096.704
65,71,1082.832
50,87,1116.961
51,86,1126.14
52,85,1134.649618
53,84,1140.808864
54,83,1145.903072
55,82,1149.286972
56,81,1149.680299
57,80,1148.277282
58,79,1146.272835
59,78,1142.789336
60,77,1138.409857
61,76,1132.120187
62,75,1125.290326
63,74,1116.55
64,73,1106.96
65,72,1095.863
51,87,1129.116
52,86,1139.052
53,85,1144.708344
54,84,1151.74593
55,83,1153.700148
56,82,1158.29196
57,81,1155.772632
58,80,1156.034142
59,79,1150.814844
60,78,1148.919
61,77,1141.058934
62,76,1136.834064
63,75,1126.30356
64,74,1119.594
65,73,1106.622
66,72,1097.1
51,88,1132.294
52,87,1142.024
53,86,1149.286611
54,85,1155.310315
55,84,1159.584982
56,83,1163.015363
57,82,1164.550757
58,81,1163.489492
59,80,1160.577998
60,79,1156.963998
61,78,1151.686446
62,77,1145.787842
63,76,1138.023302
64,75,1129.375
65,74,1119.228
66,73,1107.969
52,88,1146.32
53,87,1152.76
54,86,1160.72866
55,85,1164.00634
56,84,1169.44436
57,83,1169.71162
58,82,1172.69152
59,81,1168.5212
60,80,1167.29536
61,79,1160.46784
62,78,1156.9348
63,77,1147.68248
64,76,1141.6965
65,75,1129.61408
66,74,1121.12
67,73,1106.84
52,89,1148.868
53,88,1157.046
54,87,1164.135903
55,86,1169.503491
56,85,1173.969948
57,84,1176.400224
58,83,1178.119719
59,82,1177.918089
60,81,1175.312832
61,80,1170.85554
62,79,1165.488939
63,78,1158.694431
64,77,1151.209728
65,76,1141.743975
66,75,1131.807
67,74,1119.963
52,90,1152.898
53,89,1160.424
54,88,1169.355374
55,87,1173.613102
56,86,1180.138712
57,85,1181.568084
58,84,1185.289336
59,83,1183.761274
60,82,1185.141372
61,81,1179.560772
62,80,1176.614414
63,79,1168.159024
64,78,1163.016352
65,77,1152.33
66,76,1144.52
67,75,1131.172
53,90,1164.306
54,89,1172.457
55,88,1178.840663
56,87,1184.322711
57,86,1187.791605
58,85,1190.434245
59,84,1191.113352
60,83,1191.264932
61,82,1189.440967
62,81,1185.216032
63,80,1179.152832
64,79,1172.360618
65,78,1163.780189
66,77,1154.868
67,76,1144
68,75,1132.417
53,91,1167.408
54,90,1177.344
55,89,1182.510576
56,88,1190.227248
57,87,1192.5684
58,86,1197.33048
59,85,1196.8668
60,84,1199.082096
61,83,1195.967664
62,82,1195.736112
63,81,1188.603504
64,80,1183.958928
65,79,1173.785328
66,78,1167.21936
67,77,1155.024
68,76,1145.952
54,91,1180.155
55,90,1187.368895
56,89,1193.9445
57,88,1198.733995
58,87,1202.061745
59,86,1203.81436
60,85,1204.837335
61,84,1203.891645
62,83,1202.493265
63,82,1199.051545
64,81,1193.198185
65,80,1185.369345
66,79,1176.99429
67,78,1167.105
68,77,1156.81
69,76,1144.195
54,92,1184.79
55,91,1191.003322
56,90,1199.60097
57,89,1202.94145
58,88,1208.711662
59,87,1208.9676
60,86,1212.402542
61,85,1210.149032
62,84,1210.90867
63,83,1206.246744
64,82,1204.435322
65,81,1195.329156
66,80,1189.331622
67,79,1177.49
68,78,1169.898
69,77,1155.736
54,93,1187.466
55,92,1195.473825
56,91,1203.342
57,90,1208.738223
58,89,1213.136316
59,88,1215.779964
60,87,1217.694786
61,86,1217.808417
62,85,1217.250258
63,84,1214.74626
64,83,1211.776566
65,82,1206.383136
66,81,1199.036664
67,80,1189.903848
68,79,1180.263
69,78,1168.797
55,93,1198.82886
56,92,1208.756996
57,91,1213.089548
58,90,1219.56958
59,89,1220.927184
60,88,1225.027524
61,87,1223.703664
62,86,1225.391604
63,85,1221.569652
64,84,1220.760536
65,83,1214.242912
66,82,1210.779564
67,81,1200.153016
68,80,1193.028
69,79,1179.856
70,78,1170.088
55,94,1203.473
56,93,1212.264
57,92,1218.82
58,91,1223.945153
59,90,1227.524282
60,89,1230.066371
61,88,1230.974377
62,87,1231.262692
63,86,1229.78491
64,85,1227.689523
65,84,1223.269736
66,83,1218.706462
67,82,1211.89746
68,81,1203.168295
69,80,1192.745
70,79,1181.421
55,95,1206.6
56,94,1217.55
57,93,1223.1
58,92,1230.1452
59,91,1232.8428
60,90,1237.44645
61,89,1236.5778
62,88,1239.24945
63,87,1236.207
64,86,1236.39615
65,85,1230.95565
66,84,1228.3797
67,83,1220.22825
68,82,1215.3309
69,81,1203.3
70,80,1194.6
71,79,1180.05
55,96,1211.02
56,95,1220.835
57,94,1228.536
58,93,1234.893553
59,92,1239.381273
60,91,1242.781038
61,90,1244.440981
62,89,1244.845812
63,88,1244.140189
64,87,1242.893684
65,86,1239.545863
66,85,1235.892569
67,84,1229.983788
68,83,1223.835219
69,82,1215.568724
70,81,1205.548515
71,80,1193.353
56,96,1225.576
57,95,1232.264
58,94,1240.624
59,93,1244.489816
60,92,1250.057424
61,91,1250.37936
62,90,1253.103504
63,89,1250.446848
64,88,1251.484248
65,87,1246.711904
66,86,1245.329768
67,85,1238.031184
68,84,1234.140744
69,83,1224.628888
70,82,1218.381536
71,81,1204.752
56,97,1228.743
57,96,1237.311
58,95,1244.961
59,94,1250.38179
60,93,1255.319406
61,92,1257.872976
62,91,1258.971822
63,90,1258.99722
64,89,1257.731145
65,88,1255.379229
66,87,1252.426329
67,86,1247.513652
68,85,1242.199962
69,84,1234.945008
70,83,1227.213
71,82,1217.7729
72,81,1205.946
57,97,1240.778
58,96,1250.326
59,95,1255.025926
60,94,1261.73355
61,93,1263.758034
62,92,1266.938904
63,91,1265.439406
64,90,1266.625822
65,89,1262.292262
66,88,1261.746178
67,87,1255.209802
68,86,1252.395452
69,85,1243.430188
70,84,1238.1523
71,83,1227.072
72,82,1219.372
57,98,1245.27
58,97,1254.105
59,96,1260.615
60,95,1266.66
61,94,1270.304205
62,93,1272.74592
63,92,1273.590825
64,91,1273.061035
65,90,1271.45601
66,89,1268.57921
67,88,1264.67662
68,87,1260.07002
69,86,1253.70758
70,85,1246.79334
71,84,1238.061725
72,83,1228.84
73,82,1217.68
58,98,1259.076
59,97,1264.848
60,96,1272.714924
61,95,1275.622608
62,94,1279.990296
63,93,1279.930392
64,92,1281.597408
65,91,1278.370392
66,90,1278.020484
67,89,1272.062844
68,88,1270.13874
69,87,1261.983372
70,86,1257.625668
71,85,1247.328732
72,84,1240.648656
73,83,1227.876
58,99,1262.437
59,98,1269.973
60,97,1277.038
61,96,1281.847067
62,95,1285.424783
63,94,1287.37645
64,93,1287.95735
65,92,1287.114888
66,91,1284.989736
67,90,1281.608427
68,89,1277.416998
69,88,1271.924196
70,87,1265.874358
71,86,1258.133316
72,85,1249.563
73,84,1239.714076
59,99,1273.796
60,98,1282.802
61,97,1286.637608
62,96,1291.975322
63,95,1293.191922
64,94,1295.89467
65,93,1293.89281
66,92,1294.04528
67,91,1289.041894
68,90,1287.372308
69,89,1279.989442
70,88,1276.518656
71,87,1266.935798
72,86,1261.043188
73,85,1249.148
74,84,1241.09
59,100,1278.678
60,99,1286.628
61,98,1292.511
62,97,1297.04727
63,96,1300.10484
64,95,1301.837781
65,94,1302.025878
66,93,1300.878057
67,92,1298.258055
68,91,1294.707267
69,90,1289.927886
70,89,1284.418059
71,88,1277.50776
72,87,1269.863994
73,86,1260.676497
74,85,1250.694
60,100,1291.84
61,99,1296.8
62,98,1303.36
63,97,1305.44
64,96,1309.28912
65,95,1308.40112
66,94,1309.45392
67,93,1305.3816
68,92,1304.2696
69,91,1297.7312
70,90,1294.81616
71,89,1286.13408
72,88,1281.01904
73,87,1270.17488
74,86,1262.87888
75,85,1249.44
60,101,1295.567
61,100,1302.168
62,99,1307.964
63,98,1311.989
64,97,1314.924513
65,96,1316.09772
66,95,1315.908384
67,94,1314.267633
68,93,1311.49151
69,92,1307.39889
70,91,1302.561967
71,90,1296.497741
72,89,1289.471862
73,88,1281.077
74,87,1272.061
75,86,1261.681652
61,101,1306.206
62,100,1313.82
63,99,1316.898
64,98,1321.770474
65,97,1322.382186
66,96,1324.10538
67,95,1321.183224
68,94,1320.696414
69,93,1315.055088
70,92,1312.620714
71,91,1304.84358
72,90,1300.39749
73,89,1290.224376
74,88,1283.661594
75,87,1271.214
76,86,1262.628
61,102,1311.009
62,101,1318.018
63,100,1322.908
64,99,1326.983
65,98,1329.373558
66,97,1330.376334
67,96,1329.591326
68,95,1327.59914
69,94,1324.377771
70,93,1320.16471
71,92,1314.869492
72,91,1308.58193
73,90,1301.054427
74,89,1292.640204
75,88,1282.955559
76,87,1272.215
62,102,1323.316
63,101,1327.58
64,100,1333.32
65,99,1334.926708
66,98,1338.034344
67,97,1336.265932
68,96,1336.446004
69,95,1331.602592
70,94,1329.954392
71,93,1322.791692
72,92,1319.188612
73,91,1309.867508
74,90,1304.03616
75,89,1292.648
76,88,1284.69728
77,87,1270.672
62,103,1327.095
63,102,1333.035
64,101,1338.15
65,100,1341.615
66,99,1343.75043
67,98,1344.25467
68,97,1343.09604
69,96,1340.72136
70,95,1337.29035
71,94,1332.662925
72,93,1327.07388
73,92,1320.51117
74,91,1312.73571
75,90,1303.74816
76,89,1293.93
77,88,1283.205
63,103,1337.13
64,102,1344.102
65,101,1346.746214
66,100,1350.793958
67,99,1350.498312
68,98,1351.570672
69,97,1347.75068
70,96,1346.662882
71,95,1340.31305
72,94,1337.368708
73,93,1328.825186
74,92,1323.836886
75,91,1313.06
76,90,1305.818748
77,89,1292.808
78,88,1283.678
63,104,1342.179
64,103,1348.525
65,102,1352.867
66,101,1356.211676
67,100,1357.779305
68,99,1358.007093
69,98,1356.476371
70,97,1353.739742
71,96,1349.864507
72,95,1345.048728
73,94,1339.149787
74,93,1332.104892
75,92,1324.143
76,91,1314.954493
77,90,1304.748121
78,89,1293.415
64,104,1354.08
65,103,1357.608
66,102,1362.910584
67,101,1363.6308
68,100,1365.778512
69,99,1363.316976
70,98,1362.79164
71,97,1357.4988
72,96,1355.012904
73,95,1347.263904
74,94,1342.977888
75,93,1333.10016
76,92,1326.513552
77,91,1314.432
78,90,1305.995712
64,105,1357.915
65,104,1363.323
66,103,1368.020862
67,102,1370.438407
68,101,1371.781788
69,100,1371.350669
70,99,1369.658641
71,98,1366.583348
72,97,1362.440482
73,96,1357.231733
74,95,1351.076753
75,94,1343.762433
76,93,1335.315644
77,92,1325.893049
78,91,1315.327
79,90,1304.004
65,105,1367.65
66,104,1374.11
67,103,1375.95127
68,102,1379.03898
69,101,1377.94265
70,100,1378.12863
71,99,1373.88747
72,98,1372.04875
73,97,1365.15032
74,96,1361.52354
75,95,1352.36564
76,94,1346.59329
77,93,1335.18
78,92,1327.40641
79,91,1313.93
65,106,1372.788
66,105,1378.602
67,104,1382.302782
68,103,1384.720551
69,102,1385.428833
70,101,1384.743123
71,100,1382.482161
72,99,1379.297628
73,98,1374.804261
74,97,1369.387665
75,96,1362.769452
76,95,1355.029992
77,94,1346.384745
78,93,1336.642704
79,92,1325.954691
80,91,1314.135
66,106,1384.428
67,105,1387.18
68,104,1391.556368
69,103,1391.664556
70,102,1392.762604
71,101,1389.461236
72,100,1388.341172
73,99,1382.48526
74,98,1379.4701
75,97,1371.113824
76,96,1366.046188
77,95,1355.532
78,94,1348.344464
79,93,1335.752
80,92,1326.766204
66,107,1388.498
67,106,1392.996
68,105,1396.802
69,104,1398.614867
70,103,1399.129888
71,102,1397.677034
72,101,1395.420768
73,100,1391.623072
74,99,1387.171609
75,98,1381.215738
76,97,1374.317709
77,96,1366.369051
78,95,1357.256449
79,94,1347.352199
80,93,1336.252
67,107,1397.568
68,106,1403.136
69,105,1404.296928
70,104,1406.594424
71,103,1404.437868
72,102,1403.92683
73,101,1399.038648
74,100,1396.742544
75,99,1389.406356
76,98,1384.947084
77,97,1375.037262
78,96,1368.705228
79,95,1356.852
80,94,1348.468854
67,108,1402.8
68,107,1407.875
69,106,1410.814125
70,105,1412.41695
71,104,1412.104575
72,103,1410.63545
73,102,1407.777875
74,101,1404.2196
75,100,1399.0928
76,99,1393.126875
77,98,1385.668375
78,97,1377.147625
79,96,1368.11815
80,95,1357.881875
68,108,1413.808
69,107,1415.944112
70,106,1419.2816
71,105,1418.392624
72,104,1418.800416
73,103,1414.80592
74,102,1413.299712
75,101,1406.93872
76,100,1403.191328
77,99,1394.172208
78,98,1388.456608
79,97,1377.2
80,96,1369.743232
81,95,1356.608
68,109,1418.301
69,108,1422.195
70,107,1424.848053
71,106,1425.465606
72,105,1425.183822
73,104,1423.235406
74,103,1420.431195
75,102,1416.216294
76,101,1411.114269
77,100,1404.429864
78,99,1396.970553
79,98,1388.367999
80,97,1378.816194
81,96,1368.580992
69,109,1426.848
70,108,1431.628546
71,107,1431.490774
72,106,1432.809754
73,105,1430.090448
74,104,1429.216824
75,103,1423.671946
76,102,1420.782294
77,101,1412.705722
78,100,1407.66939
79,99,1397.215272
80,98,1390.423504
81,97,1378.076
82,96,1368.974148
69,110,1432.358
70,109,1436.475
71,108,1438.283258
72,107,1438.908684
73,106,1438.020844
74,105,1436.175712
75,104,1432.675904
76,103,1428.327457
77,102,1422.6025
78,101,1416.006529
79,100,1407.912507
80,99,1399.099621
81,98,1389.696214
82,97,1378.658
70,110,1442.52
71,109,1443.97584
72,108,1446.29658
73,107,1444.662
74,106,1444.58784
75,105,1440.00072
76,104,1437.73758
77,103,1430.57394
78,102,1426.24998
79,101,1416.62808
80,100,1410.49404
81,99,1398.78
82,98,1390.62384
70,111,1446.914
71,110,1450.172
72,109,1451.991412
73,108,1452.238658
74,107,1451.268679
75,106,1448.74391
76,105,1445.003002
77,104,1440.139532
78,103,1434.259928
79,102,1426.974135
80,101,1418.981899
81,100,1410.339511
82,99,1399.900698
71,111,1455.272
72,110,1458.709252
73,109,1458.301754
74,108,1459.333512
75,107,1455.751206
76,106,1454.130496
77,105,1447.790708
78,104,1444.125956
79,103,1435.475132
80,102,1429.968176
81,101,1418.960634
82,100,1411.653516
71,112,1461.072
72,111,1464.008235
73,110,1465.235799
74,109,1465.52439
75,108,1464.186111
76,107,1461.255366
77,106,1457.00757
78,105,1451.800488
79,104,1445.432454
80,103,1438.263063
81,102,1430.268342
82,101,1420.467411
71,113,1465.928
72,112,1470.294688
73,111,1470.852392
74,110,1472.936008
75,109,1470.672992
76,108,1469.920064
77,107,1464.492432
78,106,1461.431408
79,105,1453.635696
80,104,1448.883712
81,103,1438.637304
82,102,1432.015328
83,101,1419.192
72,113,1475.19
73,112,1477.47845
74,111,1478.689645
75,110,1478.33981
76,109,1476.544755
77,108,1473.28857
78,107,1468.85375
79,106,1463.25528
80,105,1456.78176
81,104,1449.57934
82,103,1440.58242
83,102,1430.42
72,114,1481.304
73,113,1482.76224
74,112,1485.880902
75,111,1484.519196
76,110,1484.806194
77,109,1480.1973
78,108,1478.106474
79,107,1471.17444
80,106,1467.216546
81,105,1458.085062
82,104,1451.793798
83,103,1439.49957
72,115,1485.902
73,114,1489.081
74,113,1491.34744
75,112,1491.876089
76,111,1491.096112
77,110,1488.811346
78,109,1485.026279
79,108,1480.536035
80,107,1474.866382
81,106,1468.409646
82,105,1460.163881
83,104,1450.774985
72,116,1491.968
73,115,1494.036
74,114,1498.181024
75,113,1497.747684
76,112,1499.08568
77,111,1495.495068
78,110,1494.207456
79,109,1487.903064
80,108,1485.021588
81,107,1476.384304
82,106,1471.070672
83,105,1459.677872
84,104,1452.228936
73,116,1500.282
74,115,1503.063135
75,114,1504.780956
76,113,1505.006055
77,112,1503.691371
78,111,1500.939153
79,110,1497.255543
80,109,1492.522038
81,108,1486.711044
82,107,1479.20472
83,106,1470.60522
84,105,1461.177144
73,117,1505.18
74,116,1509.95299
75,115,1510.44053
76,114,1512.79824
77,113,1510.06072
78,112,1509.85058
79,111,1504.62634
80,110,1502.33304
81,109,1494.5134
82,108,1489.8147
83,107,1479.51841
84,106,1472.39626
74,117,1514.821
75,116,1517.294259
76,115,1518.55696
77,114,1518.087291
78,113,1516.296475
79,112,1513.625531
80,111,1509.626755
81,110,1504.532594
82,109,1497.715231
83,108,1489.927015
84,107,1480.958228
74,118,1521.408
75,117,1522.752
76,116,1526.115072
77,115,1524.285312
78,114,1524.962688
79,113,1520.664
80,112,1519.11648
81,111,1512.195072
82,110,1508.096448
83,109,1498.303872
84,108,1492.046976
75,118,1529.332
76,117,1531.698373
77,116,1532.057353
78,115,1531.218189
79,114,1529.35323
80,113,1526.227402
81,112,1521.712939
82,111,1515.806174
83,110,1508.70223
84,109,1500.406897
85,108,1491.410974
75,119,1534.734
76,118,1538.80994
77,117,1538.12415
78,116,1539.575658
79,115,1536.292208
80,114,1535.440742
81,113,1529.292494
82,112,1525.890704
83,111,1516.89085
84,110,1511.123424
85,109,1500.523652
76,119,1544.13831
77,118,1545.35589
78,117,1545.680565
79,116,1544.67144
80,115,1542.319155
81,114,1538.691765
82,113,1533.4683
83,112,1526.99586
84,111,1519.2645
85,110,1510.883595
86,109,1501.559865
76,120,1550.800608
77,119,1551.175948
78,118,1553.602624
79,117,1551.312756
80,116,1551.217108
81,115,1546.104644
82,114,1543.1864
83,113,1535.0524
84,112,1529.735508
85,111,1519.401996
86,110,1512.72604
77,120,1558.076546
78,119,1559.448848
79,118,1559.385217
80,117,1558.002671
81,116,1555.020485
82,115,1550.645706
83,114,1544.802292
84,113,1537.690395
85,112,1529.89412
86,111,1521.291918
77,121,1563.606
78,120,1567.005462
79,119,1565.897454
80,118,1566.487494
81,117,1562.245146
82,116,1560.018636
83,115,1552.555422
84,114,1547.877078
85,113,1538.293482
86,112,1532.069748
77,122,1570.352382
78,121,1572.561481
79,120,1573.481657
80,119,1573.151516
81,118,1570.881324
82,117,1567.267683
83,116,1562.055674
84,115,1555.689863
85,114,1548.511734
86,113,1540.428354
87,112,1531.367088
78,122,1579.8432
79,121,1579.727
80,120,1581.1798
81,119,1577.9414
82,118,1576.3542
83,117,1569.6988
84,116,1565.5008
85,115,1556.7516
86,114,1550.9876
87,113,1540.077
78,123,1585.052835
79,122,1586.930376
80,121,1587.410364
81,120,1586.146677
82,119,1583.440212
83,118,1578.816006
84,117,1573.14258
85,116,1566.624753
86,115,1559.125041
87,114,1550.674197
78,124,1591.962
79,123,1593.00028
80,122,1595.164104
81,121,1593.019268
82,120,1592.18723
83,119,1586.204192
84,118,1582.613238
85,117,1574.497484
86,116,1569.399206
87,115,1559.200024
88,114,1552.346366
79,124,1599.815392
80,123,1601.158846
81,122,1600.868556
82,121,1599.111591
83,120,1595.082447
84,119,1590.067332
85,118,1584.141356
86,117,1577.355878
87,116,1569.551949
88,115,1560.994484
79,125,1605.48
80,124,1608.65118
81,123,1607.524488
82,122,1607.505924
83,121,1602.28128
84,120,1599.16518
85,119,1591.924608
86,118,1587.250968
87,117,1577.876148
88,116,1571.647824
79,126,1611.505
80,125,1614.319855
81,124,1615.070565
82,123,1614.23765
83,122,1610.74691
84,121,1606.41198
85,120,1601.092025
86,119,1595.05211
87,118,1587.86563
88,117,1579.934385
80,126,1621.04902
81,125,1621.57432
82,124,1622.324366
83,123,1617.784538
84,122,1615.155978
85,121,1608.611358
86,120,1604.524936
87,119,1595.86964
88,118,1590.27983
89,117,1579.551144
80,127,1624.393584
81,126,1628.426151
82,125,1629.062055
83,124,1625.882328
84,123,1622.191311
85,122,1617.505659
86,121,1612.11186
87,120,1605.540024
88,119,1598.378238
89,118,1590.002604
80,128,1629.264
81,127,1632.21344
82,126,1636.430016
83,125,1632.769216
84,124,1630.586256
85,123,1624.825904
86,122,1621.200048
87,121,1613.434992
88,120,1608.273472
89,119,1598.444848
80,129,1632.708
81,128,1637.173285
82,127,1640.367223
83,126,1640.228865
84,125,1637.554083
85,124,1633.285467
86,123,1628.552035
87,122,1622.610374
88,121,1616.203897
89,120,1608.432023
90,119,1599.991976
80,130,1637.58
81,129,1640.85285
82,128,1645.55244
83,127,1644.83361
84,126,1645.21245
85,125,1640.44902
86,124,1637.29272
87,123,1630.25856
88,122,1625.66901
89,121,1616.55816
90,120,1610.52276
81,130,1645.8
82,129,1649.387
83,128,1649.97147
84,127,1649.763213
85,126,1648.195694
86,125,1644.521551
87,124,1639.141473
88,123,1633.364926
89,122,1626.214136
90,121,1618.731021
81,131,1649.36
82,130,1654.514144
83,129,1654.30172
84,128,1655.771516
85,127,1653.240872
86,126,1652.496964
87,125,1646.592552
88,124,1642.464064
89,123,1634.211752
90,122,1628.617072
91,121,1618.311116
82,131,1658.222466
83,130,1659.486408
84,129,1660.126899
85,128,1659.270639
86,127,1657.606896
87,126,1654.676229
88,125,1649.986395
89,124,1643.406612
90,123,1636.660476
91,122,1628.33388
82,132,1663.290604
83,131,1663.527288
84,130,1666.01461
85,129,1664.14211
86,128,1664.299828
87,127,1660.156146
88,126,1658.31489
89,125,1651.204098
90,124,1646.138718
91,123,1636.582976
82,133,1666.68
83,132,1668.749805
84,131,1670.156335
85,130,1670.088825
86,129,1669.22001
87,128,1666.9509
88,127,1663.953155
89,126,1659.692715
90,125,1653.995215
91,124,1646.268115
83,133,1672.595784
84,132,1675.903608
85,131,1674.647784
86,130,1675.867104
87,129,1672.361424
88,128,1671.266952
89,127,1665.652896
90,126,1662.688944
91,125,1654.410528
83,134,1677.627
84,133,1679.857977
85,132,1680.580804
86,131,1680.535451
87,130,1679.096958
88,129,1676.741857
89,128,1673.140308
90,127,1668.848699
91,126,1663.213643
92,125,1656.800642
83,135,1681.216
84,134,1685.471578
85,133,1684.949032
86,132,1687.047718
87,131,1684.42387
88,130,1684.049564
89,129,1679.074368
90,128,1676.761606
91,127,1669.684672
92,126,1665.647966
84,135,1689.147
85,134,1690.721829
86,133,1691.505849
87,132,1690.936011
88,131,1689.377826
89,130,1686.420012
90,129,1682.73468
91,128,1677.903978
92,127,1672.430511
84,136,1694.44
85,135,1694.8382
86,134,1697.79456
87,133,1696.1428
88,132,1696.57048
89,131,1692.3093
90,130,1690.60958
91,129,1684.11958
92,128,1680.58
85,136,1700.374
86,135,1702.006748
87,134,1702.418692
88,133,1701.950614
89,132,1699.609119
90,131,1696.411912
91,130,1692.188381
92,129,1687.114
85,137,1704.516
86,136,1708.177002
87,135,1707.418872
88,134,1708.664514
89,133,1705.582044
90,132,1704.218298
91,131,1698.522
92,130,1695.636
85,138,1709.964
86,137,1712.417
87,136,1713.455734
88,135,1713.822569
89,134,1712.448443
90,133,1710.10672
91,132,1706.389533
92,131,1702.089424
86,138,1718.304
87,137,1718.2536
88,136,1720.301408
89,135,1718.11136
90,134,1717.567488
91,133,1712.9112
92,132,1710.285472
86,139,1722.375
87,138,1724.16825
88,137,1725.205725
89,136,1724.77935
90,135,1723.32495
91,134,1720.512225
92,133,1716.693075
93,132,1711.6974
86,140,1727.996
87,139,1728.680328
88,138,1731.602056
89,137,1730.178708
90,136,1730.509346
91,135,1726.89086
92,134,1724.813016
93,133,1718.73
86,141,1732.01
87,140,1734.469772
88,139,1736.163419
89,138,1736.709127
90,137,1735.971604
91,136,1734.163776
92,135,1731.191211
93,134,1726.868677
86,142,1737.588
87,141,1738.956
88,140,1742.471988
89,139,1741.735548
90,138,1743.076872
91,137,1740.142512
92,136,1739.05974
93,135,1733.712
94,134,1730.631492
87,142,1744.451239
88,141,1746.922378
89,140,1747.949214
90,139,1748.333934
91,138,1747.240001
92,137,1745.145109
93,136,1741.793923
94,135,1737.391398
87,143,1748.69
88,142,1753.03861
89,141,1752.96639
90,140,1755.1277
91,139,1753.03493
92,138,1752.81229
93,137,1748.40848
94,136,1745.92862
87,144,1753.983
88,143,1757.217
89,142,1758.928017
90,141,1760.245872
91,140,1759.85502
92,139,1758.691011
93,138,1756.090875
94,137,1752.648282
95,136,1747.746
87,145,1758.096
88,144,1762.968
89,143,1763.7684
90,142,1766.686032
91,141,1765.404232
92,140,1765.958944
93,139,1762.504
94,138,1760.639416
95,137,1754.848
88,145,1767.072
89,144,1769.402
90,143,1771.472438
91,142,1771.933312
92,141,1771.721049
93,140,1769.909008
94,139,1767.024468
95,138,1763.111
96,137,1758.218466
88,146,1772.55
89,145,1773.954
90,144,1777.662666
91,143,1777.153482
92,142,1778.565672
93,141,1775.97342
94,140,1774.798038
95,139,1769.742
96,138,1766.859354
89,146,1779.42
90,145,1782.09289
91,144,1783.23546
92,143,1783.863145
93,142,1782.956515
94,141,1781.035155
95,140,1777.775
96,139,1773.78
97,138,1768.14
89,147,1783.688
90,146,1787.936
91,145,1788.290944
92,144,1790.408572
93,143,1788.693324
94,142,1788.387468
95,141,1784.396
96,140,1781.8
97,139,1775.428
90,147,1792.194
91,146,1794.066774
92,145,1795.534278
93,144,1795.270734
94,143,1794.268224
95,142,1791.957
96,141,1788.402
97,140,1783.899
98,139,1778.448
90,148,1797.852
91,147,1799.01106
92,146,1801.68856
93,145,1800.758932
94,144,1801.268252
95,143,1798.227564
96,142,1796.472314
97,141,1790.712
98,140,1787.142
91,148,1804.45
92,147,1806.495123
93,146,1806.974079
94,145,1806.914329
95,144,1805.329759
96,143,1802.777
97,142,1798.953
98,141,1794.173
91,149,1809.12
92,148,1812.42504
93,147,1812.0432
94,146,1813.44864
95,145,1811.28144
96,144,1810.28544
97,143,1805.52
98,142,1802.4
99,141,1795.44
92,149,1816.899
93,148,1818.167383
94,147,1818.690112
95,146,1817.928552
96,145,1816.378681
97,144,1813.284
98,143,1809.187
99,142,1803.885
92,150,1822.744
93,149,1823.082074
94,148,1824.999682
95,147,1823.466128
96,146,1823.348274
97,145,1819.598
98,144,1817.251084
99,143,1810.886
100,142,1806.53
93,150,1828.575
94,149,1830.033972
95,148,1829.831067
96,147,1829.041074
97,146,1826.751285
98,145,1823.715
99,144,1819.098
100,143,1813.752
93,151,1833.416
94,150,1836.055348
95,149,1835.197444
96,148,1835.842336
97,147,1832.798192
98,146,1831.252208
99,145,1825.852
100,144,1822.192
94,151,1840.82612
95,150,1841.24997
96,149,1841.36267
97,148,1839.76968
98,147,1837.415965
99,146,1833.58
100,145,1828.925
101,144,1823.045
94,152,1846.608348
95,151,1846.226556
96,150,1847.82039
97,149,1845.688062
98,148,1844.78229
99,147,1840.08
100,146,1837.168836
101,145,1830.24
94,153,1851.018
95,152,1852.253
96,151,1852.976216
97,150,1852.237192
98,149,1850.808791
99,148,1847.56
100,147,1843.855
101,146,1838.668
95,153,1856.776
96,152,1859.189288
97,151,1857.768
98,150,1857.776928
99,149,1854.048
100,148,1851.54568
101,147,1845.616
102,146,1841.152
95,154,1862.271
96,153,1863.902448
97,152,1864.020723
98,151,1863.362367
99,150,1861.026
100,149,1857.789
101,148,1853.307
102,147,1848.078
96,154,1869.735
97,153,1868.99025
98,152,1869.9875
99,151,1867.25
100,150,1865.521
101,149,1860.25
102,148,1856.5
96,155,1874.147724
97,154,1874.785264
98,153,1875.096002
99,152,1873.936131
100,151,1871.67939
101,150,1867.942
102,149,1863.173
103,148,1857.4
96,156,1879.92
97,155,1879.668
98,154,1881.267948
99,153,1879.225488
100,152,1878.919812
101,151,1874.376
102,150,1871.29152
103,149,1864.548
97,156,1885.103
98,155,1886.072243
99,154,1885.577122
100,153,1884.459115
101,152,1881.814
102,151,1877.766
103,150,1872.706
104,149,1866.887
97,157,1889.76
98,156,1892.103912
99,155,1890.670336
100,154,1890.975644
101,153,1887.474
102,152,1885.590844
103,151,1879.6
104,150,1875.536
98,157,1896.69
99,156,1896.64461
100,155,1896.15195
101,154,1894.325895
102,153,1891.53288
103,152,1887.51
104,151,1882.41
105,150,1876.035
98,158,1902.592
99,157,1901.568
100,156,1902.536448
101,155,1899.624704
102,154,1898.633984
103,153,1893.888
104,152,1890.657536
105,151,1883.392
99,158,1907.454
100,157,1907.504372
101,156,1906.315233
102,155,1904.288531
103,154,1901.029
104,153,1896.917
