Z,A,BE
50,129,1082.673522
65,136,1082.968
48,134,1082.988
58,130,1083.31808
64,135,1083.915
59,131,1085.484733
55,129,1085.670063
51,129,1085.929482
57,130,1086.30483
49,131,1087.032629
52,129,1087.522761
54,129,1087.64931
53,129,1088.24271
49,132,1089.49038
60,132,1089.89892
50,130,1090.28608
61,133,1091.169639
51,130,1091.65719
58,131,1091.674876
49,133,1092.595
56,130,1092.72137
55,130,1093.14192
62,134,1094.378
63,135,1094.445
59,132,1094.482884
53,130,1094.743
49,134,1094.914
50,131,1095.489727
65,137,1095.863
52,130,1095.94212
57,131,1096.518077
64,136,1096.704
54,130,1096.90503
66,138,1097.1
49,135,1097.82
60,133,1098.876723
51,131,1099.424312
49,136,1099.832
56,131,1100.214897
61,134,1100.57215
52,131,1101.871523
55,131,1102.372336
49,137,1102.439
58,132,1102.508616
50,132,1102.843104
53,131,1103.320907
54,131,1103.509416
62,135,1103.97951
57,132,1104.543792
63,136,1104.592
51,132,1105.149408
50,133,1105.241704
59,133,1105.264314
65,138,1106.622
67,140,1106.84
64,137,1106.96
66,139,1107.969
50,134,1108.872914
55,132,1109.537484
53,132,1109.652984
52,132,1109.92002
56,132,1110.0375
60,134,1110.262092
58,133,1110.527257
50,135,1111.142745
61,135,1111.956795
54,132,1112.446104
51,133,1112.508957
59,134,1113.926054
57,133,1114.385853
50,136,1114.52
51,134,1115.6773
52,133,1115.740325
62,136,1116.004576
50,137,1116.413
63,137,1116.628501
56,133,1117.227398
53,133,1117.879098
55,133,1118.527074
54,133,1118.882051
60,135,1118.900655
65,139,1119.228
51,135,1119.418515
50,138,1119.594
64,138,1119.594
67,141,1119.963
68,142,1120.948
58,134,1121.013314
66,140,1121.12
61,136,1121.14592
50,139,1121.174
57,134,1122.181392
51,136,1122.306272
52,134,1123.408162
53,134,1124.135514
59,135,1124.40528
62,137,1125.291422
55,134,1125.418564
51,137,1125.931212
63,138,1126.30356
52,135,1126.67463
56,134,1126.694914
54,134,1127.435666
51,138,1128.162558
58,135,1128.86784
64,139,1129.514
65,140,1129.61408
60,136,1129.957632
69,144,1130.544
67,142,1131.03
52,136,1131.442344
57,135,1131.677325
51,139,1131.738
66,141,1131.807
53,135,1131.9426
61,137,1132.120187
68,143,1132.274
59,136,1132.881088
56,135,1133.666955
54,135,1133.79426
51,140,1134
55,135,1134.18036
52,137,1134.392195
53,136,1135.779928
62,138,1136.834064
51,141,1137.306
63,139,1138.023302
60,137,1138.414241
58,136,1138.83136
52,138,1138.855764
57,136,1139.1428
53,137,1140.662274
55,136,1141.00872
61,138,1141.059072
52,139,1141.436169
64,140,1141.6965
65,141,1141.743975
54,136,1141.881568
56,136,1142.77468
59,137,1142.813722
67,143,1143.857
69,145,1143.905
53,138,1144.357272
66,142,1144.662
68,144,1145.664
62,139,1145.787842
52,140,1145.87858
54,137,1145.907182
58,137,1146.312976
63,140,1147.68248
52,141,1147.881
57,137,1148.317423
60,138,1148.919276
53,139,1148.919651
55,137,1149.286972
56,137,1149.680299
59,138,1150.81719
64,141,1151.209728
54,138,1151.56722
61,139,1151.690477
52,142,1151.762
65,142,1151.833994
53,140,1152.12622
55,138,1153.699596
52,143,1153.724
67,144,1154.461968
66,143,1154.732436
54,139,1155.31101
69,146,1155.444
57,138,1155.76725
58,138,1156.036626
68,145,1156.375
53,141,1156.517955
62,140,1156.9348
60,139,1156.986238
56,138,1158.29196
63,141,1158.693444
53,142,1159.432698
55,139,1159.584982
61,140,1160.47498
59,139,1160.573411
54,140,1160.72418
56,139,1163.015363
64,142,1163.016352
53,143,1163.305
58,139,1163.484905
65,143,1163.765031
55,140,1164.0055
54,141,1164.006324
57,139,1164.545475
62,141,1165.484145
53,144,1166.112
67,145,1167.04381
66,144,1167.204816
60,140,1167.3025
63,142,1168.152634
69,147,1168.476099
59,140,1168.51406
54,142,1169.109998
56,140,1169.4424
55,141,1169.504196
68,146,1169.534752
57,140,1169.70658
53,145,1169.86
70,148,1170.088
61,141,1170.85554
54,143,1172.154555
64,143,1172.359474
58,140,1172.68438
55,142,1173.612534
65,144,1173.785328
56,141,1173.976998
60,141,1175.307615
57,141,1176.393597
62,142,1176.608024
54,144,1176.895296
66,145,1176.94876
67,146,1177.233332
59,141,1177.912872
58,141,1178.112528
55,143,1178.84481
63,143,1179.151831
69,148,1179.338
61,142,1179.546004
54,145,1179.587615
71,150,1179.75
68,147,1179.891825
56,142,1180.157882
70,149,1181.123
57,142,1181.557576
55,144,1182.512016
59,142,1183.75602
64,144,1183.958928
54,146,1184.12059
56,143,1184.324141
60,142,1185.13626
62,143,1185.210026
58,142,1185.284082
65,145,1185.876845
54,147,1186.584
55,145,1187.366285
57,143,1187.776161
63,144,1188.600912
66,146,1189.332352
61,143,1189.435819
67,147,1189.823439
56,144,1190.225376
58,143,1190.428954
55,146,1190.693656
54,148,1190.956
59,143,1191.108204
60,143,1191.259784
57,144,1192.525632
69,149,1192.596
68,148,1192.834416
64,145,1193.19717
71,151,1193.353
56,145,1194.04571
70,150,1194.6
65,146,1195.323316
55,147,1195.3746
62,144,1195.729776
61,144,1195.962624
59,144,1196.86176
58,144,1197.32544
55,148,1198.436808
57,145,1198.582615
63,145,1199.04473
66,147,1199.044749
60,144,1199.076768
56,146,1199.547972
67,148,1200.128892
58,145,1202.031875
62,145,1202.486885
57,146,1202.868888
55,149,1202.877
56,147,1202.93628
69,150,1203.15
68,149,1203.168295
59,145,1203.808415
61,145,1203.885265
64,146,1204.427876
71,152,1204.752
60,145,1204.832115
70,151,1205.547005
55,150,1205.85
72,153,1205.946
63,146,1206.242072
65,147,1206.373728
56,148,1208.337268
57,147,1208.568291
58,146,1208.671658
59,146,1208.934896
55,151,1209.963
61,146,1210.143484
66,148,1210.779564
62,146,1210.903122
64,147,1211.770392
67,149,1211.855591
56,149,1211.935157
60,146,1212.397432
57,148,1212.669968
55,152,1212.808
58,147,1213.121469
65,148,1214.239508
63,147,1214.740527
68,150,1215.32925
69,151,1215.559664
59,147,1215.769233
56,150,1216.8
62,147,1217.244525
60,147,1217.689641
71,153,1217.73771
61,147,1217.802684
73,155,1217.835
57,149,1218.252459
70,152,1218.346272
66,149,1218.687241
72,154,1219.372
58,148,1219.577276
56,151,1219.929
67,150,1220.2263
64,148,1220.754024
59,148,1220.93192
63,148,1221.566396
57,150,1222.23375
65,149,1223.262435
61,148,1223.697448
68,151,1223.835672
58,149,1223.920121
69,152,1224.578576
56,152,1224.664
60,148,1225.022196
62,148,1225.385684
71,154,1227.226
70,153,1227.366
57,151,1227.485493
59,149,1227.507147
56,153,1227.519
64,149,1227.683116
73,156,1227.876
66,150,1228.37235
74,157,1228.839
72,155,1228.84
63,149,1229.779546
67,151,1229.974426
60,149,1230.060858
58,150,1230.1683
65,150,1230.9507
61,149,1230.967374
62,149,1231.256434
57,152,1231.504
56,154,1232
59,150,1232.83965
68,152,1234.141048
58,151,1234.617827
69,153,1234.902933
66,151,1235.886378
63,150,1236.2019
64,150,1236.39135
57,153,1236.393
61,150,1236.5715
60,150,1237.43655
67,152,1238.027688
71,155,1238.05258
70,154,1238.150606
62,150,1239.24315
59,151,1239.390031
75,159,1239.405
65,151,1239.539823
73,157,1239.678751
57,154,1239.854
58,152,1240.472
72,156,1240.6134
74,158,1240.932
68,153,1242.180531
60,151,1242.771072
64,151,1242.887493
69,154,1243.428032
63,151,1244.133847
57,155,1244.34
61,151,1244.43177
59,152,1244.439808
58,153,1244.502
62,151,1244.839621
66,152,1245.323232
65,152,1246.704608
70,155,1246.792565
71,156,1247.278344
67,153,1247.506461
57,156,1247.532
73,158,1249.306
75,160,1249.44
72,157,1249.72
58,154,1249.864
76,161,1250.004
60,152,1250.04876
59,153,1250.321508
61,152,1250.371304
63,152,1250.440616
74,159,1250.694
64,152,1251.476952
68,154,1252.388368
66,153,1252.419597
62,152,1253.097272
58,155,1253.485
69,155,1253.698125
59,154,1254.929368
67,154,1255.204874
60,153,1255.301046
65,153,1255.372344
70,156,1257.626916
64,153,1257.723954
61,153,1257.836256
71,157,1258.090769
58,156,1258.608
62,153,1258.965702
63,153,1258.990947
68,155,1260.06382
59,155,1260.311045
73,159,1260.667275
72,158,1261.041608
75,161,1261.646232
66,154,1261.741866
58,157,1261.809
60,154,1261.867068
69,156,1261.978068
65,154,1262.286564
76,162,1262.466
74,160,1262.84352
61,154,1263.77174
59,156,1264.536
67,155,1264.676465
63,154,1265.433092
70,157,1265.854419
60,155,1266.39712
58,158,1266.528
64,154,1266.618584
62,154,1266.93259
71,158,1266.933744
66,155,1268.57487
59,157,1269.502
72,159,1269.86304
73,160,1270.1232
68,156,1270.137648
61,155,1270.27088
77,164,1270.836
75,162,1271.376
65,155,1271.45167
69,157,1271.924196
67,156,1272.187176
74,161,1272.222
76,163,1272.378
60,156,1272.658296
62,155,1272.739565
64,155,1273.053905
59,158,1273.48
63,155,1273.58447
61,156,1275.56598
70,158,1276.514074
60,157,1276.717563
68,157,1277.410875
71,159,1277.5014
66,156,1278.019548
59,159,1278.201
65,156,1278.363684
63,156,1279.920252
62,156,1279.980468
69,158,1279.989442
72,160,1281.0208
73,161,1281.149772
64,156,1281.590232
67,157,1281.612352
59,160,1281.76
61,157,1281.770765
60,158,1282.328
75,163,1282.950995
77,165,1283.04
78,166,1283.512
74,162,1283.659002
70,159,1284.413766
76,164,1284.659724
66,157,1284.986439
62,157,1285.368891
71,160,1286.13408
60,159,1286.151
61,158,1286.634132
65,157,1287.107666
63,157,1287.367815
68,158,1287.372308
64,157,1287.950128
67,158,1289.038418
72,161,1289.467837
69,159,1289.927886
73,162,1290.22227
60,160,1291.68
62,158,1292.012926
61,159,1292.170581
75,164,1292.492528
74,163,1292.639226
77,166,1292.974
63,158,1293.23553
78,167,1293.582
65,158,1293.886174
66,158,1294.04054
76,165,1294.095
68,159,1294.700907
70,160,1294.80912
60,161,1295.084
64,158,1295.887402
71,161,1296.497741
61,160,1296.64
62,159,1297.041705
69,160,1297.73088
67,159,1298.251695
63,159,1300.094823
60,162,1300.212
72,162,1300.39344
66,159,1300.871697
73,163,1301.04807
64,159,1301.830626
61,161,1302.007
65,159,1302.0192
70,161,1302.557137
62,160,1303.14
75,165,1303.75113
79,169,1304.004
74,164,1304.038128
68,160,1304.27536
77,167,1304.741775
71,162,1304.838558
67,160,1305.37632
63,160,1305.60336
76,166,1305.811776
78,168,1305.96564
61,162,1306.206
69,161,1307.39889
62,161,1307.648601
65,160,1308.3944
72,163,1308.559436
64,160,1309.28224
66,160,1309.44864
73,164,1309.867508
61,163,1311.172
68,161,1311.484104
63,161,1311.98578
70,162,1312.61553
74,165,1312.73472
75,166,1313.056182
62,162,1313.658
79,170,1314.1
80,171,1314.135
67,161,1314.262159
77,168,1314.4068
61,164,1314.788
71,163,1314.869492
64,161,1314.917751
76,167,1314.953658
69,162,1315.049256
78,169,1315.496
66,161,1315.90291
65,161,1316.091119
63,162,1316.968956
62,163,1317.855
72,164,1319.185496
70,163,1320.159494
73,165,1320.50391
68,162,1320.688314
67,162,1321.177716
64,162,1321.76367
65,162,1322.37684
71,164,1322.791856
63,163,1322.821773
62,164,1323.316
74,166,1323.833068
66,162,1324.100034
75,167,1324.143
69,163,1324.371577
77,169,1325.905724
79,171,1325.952126
76,168,1326.518088
80,172,1326.737652
64,163,1326.868411
72,165,1327.07388
62,165,1327.095
78,170,1327.40012
68,163,1327.592783
63,164,1327.744
73,166,1328.825186
65,163,1329.368179
67,163,1329.585784
70,164,1329.949144
66,163,1330.370955
69,164,1331.618172
62,166,1331.984
74,167,1332.114411
71,165,1332.662925
75,168,1333.10016
63,165,1333.2
64,164,1333.32
65,164,1334.92146
77,170,1335.18
76,169,1335.316996
79,172,1335.779176
67,164,1336.260356
80,173,1336.425
68,164,1336.43928
78,171,1336.641849
70,165,1337.298435
72,166,1337.368708
63,166,1337.794
66,164,1338.029096
64,165,1338.15
73,167,1339.149787
71,166,1340.31305
69,165,1340.71509
65,165,1341.45
63,167,1342.68
74,168,1342.980744
68,165,1343.08944
66,165,1343.744985
75,169,1343.785755
67,165,1344.24906
64,166,1344.268
72,167,1345.048728
63,168,1346.352
77,171,1346.366619
76,170,1346.59176
70,166,1346.670186
65,166,1346.87088
73,168,1347.263904
79,173,1347.365001
69,166,1347.745036
78,172,1348.350484
80,174,1348.462416
64,167,1348.692
71,167,1349.864507
67,166,1350.492834
66,166,1350.78848
74,169,1351.076753
68,166,1351.565194
75,170,1352.36105
65,167,1353.034
70,167,1353.736235
64,168,1354.248
72,168,1355.012904
76,171,1355.038884
77,172,1355.405236
66,167,1356.205664
69,167,1356.471695
81,176,1356.60008
79,174,1356.852
73,169,1357.231733
78,173,1357.25766
71,168,1357.502496
67,167,1357.773293
65,168,1357.776
80,175,1357.865425
68,167,1358.001582
64,169,1358.084
74,170,1361.52116
72,169,1362.440482
75,171,1362.769452
70,168,1362.798864
66,168,1362.906048
69,168,1363.312272
64,170,1363.4
65,169,1363.492
67,168,1363.625256
73,170,1365.15032
68,168,1365.772968
76,172,1366.052036
77,173,1366.365591
71,169,1366.590615
65,170,1367.99
66,169,1368.014947
79,175,1368.079125
81,177,1368.593559
78,174,1368.704358
82,178,1368.96774
74,171,1369.387665
70,169,1369.665908
80,176,1369.74904
67,169,1370.432492
75,172,1371.127584
69,169,1371.345937
68,169,1371.776211
72,170,1372.04875
65,171,1373.301
71,170,1373.88356
66,170,1374.11
76,173,1374.317709
73,171,1374.804261
77,174,1375.032042
67,170,1375.94532
78,175,1377.1709
65,172,1377.204
79,176,1377.267408
69,170,1377.93789
81,178,1378.076
70,170,1378.12353
82,179,1378.562772
66,171,1378.773
80,177,1378.817964
68,170,1379.03303
72,171,1379.297628
74,172,1379.4701
75,173,1381.215738
67,171,1382.296968
71,171,1382.477031
73,172,1382.48526
66,172,1384.6
68,171,1384.714566
70,171,1384.737822
76,174,1384.946214
69,171,1385.423703
77,175,1385.63425
74,173,1387.171609
67,172,1387.352
72,172,1388.339796
79,177,1388.362866
78,176,1388.462592
66,173,1388.671
75,174,1389.406356
71,172,1389.455904
81,179,1389.664173
80,178,1390.422614
82,180,1390.626
68,172,1391.55052
73,173,1391.623072
69,172,1391.659052
70,172,1392.757788
76,175,1393.127575
67,173,1393.342
66,174,1394.088
77,176,1394.189456
72,173,1395.420768
74,174,1396.742544
68,173,1396.802
78,177,1396.970553
79,178,1397.192844
71,173,1397.67219
67,174,1397.742
69,173,1398.612099
81,180,1398.85362
73,174,1399.038648
75,175,1399.0928
80,179,1399.106244
70,173,1399.124871
82,181,1399.873367
68,174,1403.136
76,176,1403.191504
67,175,1403.325
72,174,1403.924742
74,175,1404.2196
69,174,1404.291708
77,177,1404.429864
71,174,1404.432822
70,174,1406.589378
75,176,1406.93872
67,176,1407.472
78,178,1407.668856
73,175,1407.777875
68,175,1407.875
79,179,1407.949023
81,181,1410.337158
80,180,1410.4998
72,175,1410.633175
69,175,1410.80905
76,177,1411.121172
82,182,1411.652424
71,175,1412.0995
70,175,1412.411875
77,178,1412.705722
74,176,1413.299712
68,176,1413.984
73,176,1414.80592
69,176,1415.941296
78,179,1416.010825
75,177,1416.216294
79,180,1416.65724
68,177,1418.301
71,176,1418.38752
72,176,1418.799184
81,182,1418.93752
80,181,1418.981899
83,184,1419.124472
70,176,1419.27896
74,177,1420.431195
82,183,1420.473816
76,178,1420.780336
69,177,1422.195
77,179,1422.606796
73,177,1423.226379
75,178,1423.671946
68,178,1423.822
70,177,1424.845221
72,177,1425.174795
71,177,1425.460296
78,180,1426.24998
69,178,1426.848
79,181,1426.974135
76,179,1428.32692
74,178,1429.207746
80,182,1429.968904
73,178,1430.23
81,183,1430.268159
83,185,1430.42
77,180,1430.57394
84,186,1431.446886
71,178,1431.485612
70,178,1431.625698
82,184,1432.0214
69,179,1432.358
75,179,1432.674114
72,178,1432.800676
78,181,1434.266806
79,182,1435.475132
74,179,1436.167299
70,179,1436.475
69,180,1436.76
76,180,1437.7365
73,179,1438.011715
80,183,1438.268004
71,179,1438.278067
81,184,1438.635464
72,179,1438.899734
83,186,1439.476506
75,180,1439.99838
77,181,1440.130663
82,185,1440.58242
84,187,1440.790681
69,181,1442.027
70,180,1442.7
71,180,1443.96684
78,182,1444.125228
74,180,1444.57956
73,180,1444.65858
76,181,1445.000106
79,183,1445.437212
72,180,1446.2874
70,181,1447.276
77,182,1447.790708
75,181,1448.749883
80,184,1448.883528
81,185,1449.581375
71,181,1450.159149
83,187,1450.784896
74,181,1451.248588
82,186,1451.794542
78,183,1451.800488
72,181,1451.982362
84,188,1452.234764
73,181,1452.2354
70,182,1453.088
79,184,1453.635696
76,182,1454.130496
71,182,1455.272
75,182,1455.74975
80,185,1456.78953
77,183,1457.013609
70,183,1457.412
81,186,1457.78151
73,182,1458.298296
72,182,1458.700334
74,182,1459.332056
83,188,1459.667532
82,187,1460.1708
84,189,1461.183759
71,183,1461.220596
76,183,1461.25683
78,184,1461.433616
70,184,1462.984
79,185,1463.2464
72,183,1464.004941
75,183,1464.184647
77,184,1464.492432
73,183,1465.232505
74,183,1465.522926
71,184,1465.928
70,185,1466.865
80,186,1467.21636
81,187,1468.410768
78,185,1468.858745
76,184,1469.916568
72,184,1470.292848
83,189,1470.608811
75,184,1470.666
73,184,1470.850368
82,188,1471.070484
79,186,1471.17444
85,191,1471.258293
71,185,1471.49
84,190,1472.39702
74,184,1472.934168
77,185,1473.28857
80,187,1474.866569
72,185,1475.18445
71,186,1475.91
81,188,1476.373964
76,185,1476.54124
73,185,1477.4766
78,186,1478.106474
75,185,1478.336665
74,185,1478.687795
82,189,1479.170511
83,190,1479.21498
77,186,1480.196742
85,192,1480.267584
79,187,1480.558849
84,191,1480.973126
72,186,1481.360172
71,187,1481.414
86,193,1481.439436
73,186,1482.76131
75,186,1484.516034
76,186,1484.806566
78,187,1484.998416
80,188,1485.021776
71,188,1485.576
74,186,1485.879786
72,187,1485.902
81,189,1486.72503
79,188,1487.973564
77,187,1488.644916
73,187,1489.120644
82,190,1489.81451
83,191,1489.926251
76,187,1491.09686
85,193,1491.332037
74,187,1491.346692
75,187,1491.876837
72,188,1491.968
84,192,1492.0464
80,189,1492.517691
86,194,1492.830194
73,188,1493.908348
78,188,1494.205576
81,190,1494.55216
77,188,1495.5118
72,189,1496.313
79,189,1497.255543
82,191,1497.700333
75,188,1497.748436
74,188,1498.181776
83,192,1498.292736
76,188,1499.086432
85,194,1500.056306
73,189,1500.282
84,193,1500.37235
78,189,1500.925167
86,195,1501.574685
72,190,1502.33
80,190,1502.33323
74,189,1503.202806
77,189,1503.68778
81,191,1504.534504
79,190,1504.57846
75,189,1504.781901
73,190,1504.99
76,189,1505.007378
82,192,1508.096448
83,193,1508.714003
80,191,1509.6258
78,190,1509.83367
74,190,1510.03887
77,190,1510.06319
75,190,1510.51007
85,195,1510.877745
73,191,1511.001
84,194,1511.123036
87,197,1511.731311
81,192,1512.195072
86,196,1512.725452
76,190,1512.79976
79,191,1513.614071
74,191,1514.904085
73,192,1515.648
82,193,1515.806367
78,191,1516.296857
83,194,1516.92965
75,191,1517.295787
77,191,1518.089583
76,191,1518.558488
80,192,1519.116672
84,195,1519.245975
85,196,1519.393372
87,198,1520.48259
79,192,1520.659584
86,197,1521.257246
74,192,1521.408
73,193,1521.612
81,193,1521.871392
75,192,1522.605696
77,192,1524.287808
78,192,1524.958272
82,194,1525.891092
73,194,1526.004
76,192,1526.1168
80,193,1526.238596
74,193,1526.244
83,195,1526.997615
75,193,1529.319841
79,193,1529.363652
81,194,1529.40288
84,196,1529.734136
85,197,1529.905349
78,193,1531.220698
87,199,1531.356541
76,193,1531.70011
77,193,1532.059669
86,198,1532.069352
74,194,1532.406
82,195,1533.46206
75,194,1534.346
83,196,1535.0524
80,194,1535.431818
79,194,1536.242156
74,195,1536.99
84,197,1537.690395
77,194,1538.126478
85,198,1538.335854
81,195,1538.69196
76,194,1538.812268
78,194,1539.572554
87,200,1540.0668
86,199,1540.409847
75,195,1540.89
88,201,1541.55141
80,195,1542.332415
74,196,1542.912
82,196,1543.174052
76,195,1543.96008
79,195,1544.668515
83,197,1544.801898
77,195,1545.358425
78,195,1545.67764
75,196,1545.852
81,196,1546.104644
74,197,1547.238
84,198,1547.877078
85,199,1548.516112
82,197,1550.642554
87,201,1550.682036
76,196,1550.796884
86,200,1550.9864
77,196,1551.173008
80,196,1551.216324
79,196,1551.31158
75,197,1551.966
88,202,1552.484736
83,198,1552.555422
78,196,1553.599684
81,197,1555.021076
84,199,1555.683495
76,197,1555.906
75,198,1556.676
85,200,1556.7518
80,197,1558.00208
77,197,1558.072803
86,201,1559.125242
87,202,1559.245676
79,197,1559.383838
78,197,1559.446287
82,198,1560.035862
88,203,1560.969109
83,199,1562.054878
81,198,1562.2794
75,199,1562.349
76,198,1562.418
77,198,1563.606
84,200,1565.488
79,198,1565.896266
80,198,1566.487296
85,201,1566.624753
78,198,1567.0017
76,199,1567.125
82,199,1567.271464
86,202,1569.398802
87,203,1569.536724
83,200,1569.6994
77,199,1570.349994
81,199,1570.881523
89,205,1570.884455
88,204,1571.645376
78,199,1572.5577
84,201,1573.138761
80,199,1573.150521
79,199,1573.480463
76,200,1573.6
85,202,1574.497282
77,200,1575.6
82,200,1576.362
86,203,1577.349179
87,204,1577.877168
81,200,1577.9406
76,201,1578.051
83,201,1578.816408
89,206,1579.583074
79,200,1579.6982
78,200,1579.8396
88,205,1579.93459
80,200,1581.179
77,201,1582.071
84,202,1582.63061
82,201,1583.453277
76,202,1584.084
85,203,1584.140544
78,201,1585.052433
81,201,1586.145471
83,202,1586.212878
76,203,1586.648
77,202,1586.912
79,201,1586.930175
86,204,1587.237096
80,201,1587.40956
87,205,1587.86563
89,207,1589.987493
84,203,1590.071189
88,206,1590.279212
90,208,1591.739136
85,204,1591.924608
78,202,1592.07512
82,202,1592.1943
77,203,1592.941
79,202,1592.953618
81,202,1593.016238
86,205,1595.04801
83,203,1595.067425
80,202,1595.1637
87,206,1595.86964
77,204,1596.096
78,203,1597.001
88,207,1598.371614
89,208,1598.45192
82,203,1599.111591
84,204,1599.172932
79,203,1599.815392
90,209,1600.104
77,205,1600.435
81,203,1600.868759
85,205,1601.092435
80,203,1601.158846
83,204,1602.25986
78,204,1603.44
86,206,1604.542446
79,204,1605.48
87,207,1605.542922
84,205,1606.42428
78,205,1606.585
82,204,1607.506128
81,204,1607.524692
88,208,1608.259536
89,209,1608.43265
85,206,1608.621658
80,204,1608.65118
91,211,1609.719
90,210,1610.50596
83,205,1610.74978
78,206,1611.332
79,205,1611.505
86,207,1612.115586
87,208,1613.435824
78,207,1614.186
82,205,1614.237855
80,205,1614.32006
79,206,1615.04
81,205,1615.07077
84,206,1615.162982
88,209,1616.200553
89,210,1616.55816
85,207,1617.490548
83,206,1617.784744
91,212,1618.332316
90,211,1618.72659
78,208,1618.864
79,207,1619.775
80,206,1621.049432
86,208,1621.207744
81,206,1621.574526
84,207,1622.191311
82,206,1622.324572
87,209,1622.610792
79,208,1623.232
80,207,1624.66227
85,208,1624.80448
88,210,1625.68728
83,207,1625.882535
89,211,1626.216879
79,209,1627.692
91,213,1628.334306
81,207,1628.426979
86,209,1628.564575
90,212,1628.597144
82,207,1629.062262
80,208,1629.511728
87,210,1630.24575
84,208,1630.586464
79,210,1630.86
81,208,1632.214064
83,208,1632.769424
80,209,1632.917
85,209,1633.288393
88,211,1633.369357
89,212,1634.213024
82,208,1636.430224
91,214,1636.582762
90,213,1636.659198
81,209,1637.179973
86,210,1637.29965
84,209,1637.554292
80,210,1637.79
92,215,1638.43416
87,211,1639.12396
83,209,1640.229283
82,209,1640.367432
85,210,1640.44923
81,210,1640.85348
80,211,1641.158
88,212,1642.471696
89,213,1643.407038
86,211,1644.521551
83,210,1644.83382
84,210,1645.21266
82,210,1645.55265
81,211,1645.755901
80,212,1645.756
90,214,1646.155838
91,215,1646.27564
87,212,1646.57114
85,211,1648.195694
92,216,1648.362312
80,213,1648.833
81,212,1649.36
82,211,1649.388477
84,211,1649.763424
83,211,1649.972314
88,213,1649.998536
89,214,1651.189118
86,212,1652.496964
85,212,1653.24808
80,214,1653.578
90,215,1654.000375
81,213,1654.03659
83,212,1654.302356
91,216,1654.411824
82,212,1654.515628
87,213,1654.679211
84,212,1655.771516
80,215,1656.575
92,217,1656.578
81,214,1657.43
86,213,1657.604766
82,213,1658.241636
88,214,1658.322594
85,213,1659.270639
83,213,1659.487473
89,215,1659.673795
84,213,1660.127112
87,214,1660.15636
80,216,1661.04
81,215,1661.95
90,216,1662.694992
91,217,1663.21386
82,214,1663.292316
83,214,1663.52793
88,215,1663.95294
85,214,1664.142324
86,214,1664.299828
81,216,1665.36
93,219,1665.403677
89,216,1665.631296
92,218,1665.676742
84,214,1666.014824
82,215,1666.838455
87,215,1666.9509
83,215,1668.769155
90,217,1668.858898
86,215,1669.22001
91,218,1669.669848
81,217,1669.815
85,215,1670.08947
84,215,1670.15784
88,216,1671.266952
82,216,1671.84
92,219,1672.356051
87,216,1672.369416
83,216,1672.595784
93,220,1672.66
81,218,1672.932
89,217,1673.143346
85,216,1674.648432
82,217,1675.023
86,216,1675.869912
84,216,1675.904904
88,217,1676.739687
90,218,1676.769236
83,217,1677.811016
91,219,1677.884706
89,218,1679.074586
87,217,1679.097175
84,217,1679.87512
82,218,1679.908
86,217,1680.535451
85,217,1680.581672
92,220,1680.8
93,221,1681.147
83,218,1681.396286
90,219,1682.735775
82,219,1683.234
88,218,1684.049564
91,220,1684.32
87,218,1684.42387
85,218,1684.949468
84,218,1685.473104
83,219,1686.3
89,219,1686.420231
86,218,1687.047936
92,221,1687.265164
82,220,1687.84
93,222,1688.088
84,219,1689.219927
88,219,1689.377607
83,220,1690.04
90,220,1690.60958
85,219,1690.722924
87,219,1690.936449
86,219,1691.507163
91,221,1692.191254
89,220,1692.31722
83,221,1694.628
84,220,1694.70928
85,220,1694.81466
92,222,1695.583608
87,220,1696.14324
90,221,1696.409481
88,220,1696.57312
93,223,1696.584
86,220,1697.79588
83,222,1698.078
84,221,1698.270301
91,222,1698.522
89,221,1699.609119
85,221,1700.478975
88,221,1701.950835
86,221,1702.007853
92,223,1702.090762
87,221,1702.419576
83,223,1702.828
93,224,1703.296
84,222,1703.62911
90,222,1704.218076
85,222,1704.379914
89,222,1705.582044
83,224,1706.208
91,223,1706.389533
84,223,1707.065
87,222,1707.390234
86,222,1708.178334
88,222,1708.665624
85,223,1709.976265
90,223,1710.10672
92,224,1710.27696
93,225,1711.700325
86,223,1712.232133
84,224,1712.256
89,223,1712.448889
91,224,1712.919264
87,223,1713.457072
85,224,1713.76464
88,223,1713.823907
84,225,1715.85
92,225,1716.6906
90,224,1717.570176
89,224,1718.112032
87,224,1718.162208
86,224,1718.248224
93,226,1718.504
85,225,1719.225
88,224,1720.302528
91,225,1720.512
84,226,1720.764
94,227,1721.795
86,225,1722.230325
85,226,1723.024
90,225,1723.32495
87,225,1724.1615
84,227,1724.292
89,225,1724.78025
92,226,1724.813016
88,225,1725.20685
93,227,1726.868677
91,226,1726.89086
86,226,1728.08866
85,227,1728.151
87,226,1728.532976
89,226,1730.179612
90,226,1730.508894
94,228,1730.632404
92,227,1731.167603
88,226,1731.603412
95,229,1731.858758
86,227,1732.02135
85,228,1732.116
93,228,1733.906484
91,227,1734.16423
87,227,1734.442305
90,227,1735.972966
88,227,1736.164781
89,227,1736.710489
85,229,1736.965
94,229,1737.39552
86,228,1737.73506
87,228,1738.811904
92,228,1739.062248
95,230,1739.26
91,228,1740.143196
86,229,1741.687438
89,228,1741.736688
93,229,1741.793694
96,231,1742.202
88,228,1742.473584
90,228,1743.07824
87,229,1744.599173
92,229,1745.145109
94,230,1745.92793
88,229,1746.923065
86,230,1747.08
91,229,1747.241146
